episode,total_reward,steps,target_y,final_com_y,final_h,failed,final_error
1,1893.7863298808224,1000,-0.03515594831789553,-0.03593361023815588,0.9834540016965883,False,-0.000777661920260353
2,1879.1943046819651,1000,0.04210808924921895,0.04628379374068379,0.9111552235858545,False,0.004175704491464836
3,1971.5010932683945,1000,0.004348037866111314,0.006185937273462092,0.960895757290409,False,0.0018378994073507786
4,1953.1136646866798,1000,0.008639655644002535,0.010781256175559953,0.9544340312434592,False,0.0021416005315574183
5,1879.0441060874145,1000,0.0418204919238402,0.04598307559117061,0.9114343900567998,False,0.004162583667330411
6,1925.6308673918247,1000,0.017273067346999682,0.02000988791120657,0.9417697752296407,False,0.002736820564206887
7,1970.1479768157005,1000,0.004182982877888895,0.006009145286057961,0.9611454806772539,False,0.0018261624081690655
8,1947.2114859819412,1000,-0.012517912626446775,-0.01187507940589584,0.9863226974350865,False,0.0006428332205509358
9,1975.4951253533363,1000,0.004025624986253341,0.005840588546698765,0.9613837540330761,False,0.0018149635604454237
10,1919.5679357498884,1000,-0.021859461333352096,-0.02184417607433827,0.9996747817231101,False,1.5285259013824576e-05
11,1953.252636283636,1000,-0.010151626002987059,-0.009343997937626775,0.9828164241412706,False,0.0008076280653602844
12,1966.648729801178,1000,-0.0067563341102087615,-0.005709565071324062,0.9777283183216021,False,0.0010467690388846996
13,1918.6927154362202,1000,0.02001297821987913,0.022931986363555888,0.9378934437515584,False,0.0029190081436767587
14,1922.4135065227747,1000,0.019365211693089968,0.02224149503919707,0.9388024819977212,False,0.0028762833461071016
15,1947.007420450449,1000,-0.012285054461384212,-0.011626090975296266,0.9859795002960011,False,0.0006589634860879462
16,1907.3032019784441,1000,-0.028858236795549465,-0.02927844440028396,0.9910594126652236,False,-0.00042020760473449395
17,1874.7980711050332,1000,0.04395284099524721,0.048210298473157144,0.9094157983423419,False,0.004257457477909933
18,1996.67406219244,1000,-0.0025259295803788107,-0.0011783494641730353,0.9713280826339197,False,0.0013475801162057754
19,1893.6314547718503,1000,-0.03549989086502814,-0.036295994680886866,0.983061620939176,False,-0.0007961038158587272
20,1953.3294267356396,1000,0.008243298937911661,0.010357004425353568,0.9550275428203849,False,0.0021137054874419067
