episode,total_reward,steps,target_x,final_com_x,final_h,failed,final_error
1,-21.600550265826314,1000,-0.09448817735138633,-0.016586938282772967,0.8441975218627733,False,0.07790123906861336
2,-6.198192539959564,1000,0.031486602975118516,-0.03461577895595324,0.8677952361378565,False,-0.06610238193107176
3,-54.10726982966298,1000,-0.07726559601571932,-0.025410525138169434,0.8962898582449003,False,0.05185507087754988
4,-91.51178883388638,1000,0.00878828015269964,-0.04789270300691279,0.8866380336807751,False,-0.05668098315961243
5,-9.061139521887526,1000,0.09983522301301428,-0.07748432331856821,0.645360907336835,False,-0.17731954633158248
6,-42.54879460242228,1000,-0.075405525022562,-0.009934550937647772,0.8690580518301716,False,0.06547097408491423
7,-76.9843381268438,1000,-0.006413009431255848,-0.04905665760620166,0.9147127036501084,False,-0.042643648174945814
8,-22.165358107769862,1000,-0.004206909167456613,-0.06151471791623846,0.8853843825024363,False,-0.057307808748781844
9,-40.21559336013161,1000,-0.012550399974098264,-0.046932401673024524,0.9312359966021475,False,-0.03438200169892626
10,-47.14500411084737,1000,0.09138520069067324,-0.06822463390112218,0.6807803308164091,False,-0.15960983459179542
11,-119.90883280686103,1000,0.02437671855927656,-0.056646799794432316,0.8379529632925822,False,-0.08102351835370888
12,-115.7128573844675,1000,0.07162609781678178,-0.052008692701612784,0.7527304189632109,False,-0.12363479051839457
13,-116.80802160594612,1000,0.09696069504751109,-0.06131508643685851,0.6834484370312608,False,-0.1582757814843696
14,-38.806893805987784,1000,0.014491787636529405,-0.04906548073503804,0.8728854632568651,False,-0.06355726837156744
15,-53.52605396308354,1000,0.09518757747803505,-0.06994491306238242,0.6697350189191651,False,-0.16513249054041745
16,-24.655931817367673,1000,0.06048419257318083,-0.0510070286077148,0.7770175576382088,False,-0.11149122118089563
17,-49.2835792391561,1000,-0.09694206868065769,-0.010419052271288252,0.8269539671812611,False,0.08652301640936944
18,-14.928219933572109,1000,-0.07551960203042861,-0.02319069465433879,0.8953421852478204,False,0.05232890737608982
19,-26.434597846731776,1000,0.08326994587782993,-0.060746622364752534,0.7119668635148351,False,-0.14401656824258247
20,-67.51946075988235,1000,-0.010262307947376259,-0.044608570999391785,0.9313074738959689,False,-0.034346263052015526
