episode,total_reward,steps,target_x,final_com_x,final_h,failed,final_error
1,-5.693115808619041,1000,-0.09448817735138633,0.00965750431124145,0.7917086366747444,False,0.10414568166262778
2,-15.616428915061988,1000,0.031486602975118516,-0.06360058472919848,0.809825624591366,False,-0.095087187704317
3,-12.393896941939602,1000,-0.07726559601571932,0.05515654645994174,0.7351557150486778,False,0.13242214247566106
4,-10.529827877006028,1000,0.00878828015269964,0.07647805939829853,0.8646204415088022,False,0.0676897792455989
5,-42.075144600705244,1000,0.09983522301301428,-0.14957357660743156,0.5011824007591084,False,-0.24940879962044585
6,-10.96015751681989,1000,-0.075405525022562,0.04627174179628887,0.7566454663622982,False,0.12167726681885087
7,-8.958733983512502,1000,-0.006413009431255848,0.057944347874749384,0.8712852853879895,False,0.06435735730600523
8,-23.429157493985258,1000,-0.004206909167456613,-0.11596417486662004,0.7764854686016731,False,-0.11175726569916343
9,-24.062303475337103,1000,-0.012550399974098264,-0.1299846906382777,0.7651314186716411,False,-0.11743429066417943
10,-20.37447742349468,1000,0.09138520069067324,-0.045427479559944355,0.7263746394987648,False,-0.1368126802506176
11,-10.82274191378383,1000,0.02437671855927656,0.07888004330494719,0.8909933505086587,False,0.05450332474567063
12,-12.540253966639284,1000,0.07162609781678178,0.06469540867783373,0.9861386217221039,False,-0.006930689138948051
13,-10.202545270207338,1000,0.09696069504751109,0.06995125804891741,0.9459811260028126,False,-0.027009436998593678
14,-12.658372850128217,1000,0.014491787636529405,-0.021298343648883424,0.9284197374291744,False,-0.03579013128541283
15,-20.1098028831766,1000,0.09518757747803505,-0.039041882931127245,0.7315410791816754,False,-0.13422946040916228
16,-30.64845847216202,1000,0.06048419257318083,-0.13264004036799174,0.6137515341176549,False,-0.19312423294117256
17,-14.05377379694255,1000,-0.09694206868065769,0.0617156946237735,0.6826844733911377,False,0.15865776330443118
18,-6.427229753462598,1000,-0.07551960203042861,0.005424241166933236,0.8381123136052763,False,0.08094384319736185
19,-24.50123651395552,1000,0.08326994587782993,-0.07184044328068338,0.6897792216829733,False,-0.15511038915851333
20,-10.127470671082847,1000,-0.010262307947376259,0.023773128830298383,0.9319291264446508,False,0.03403543677767464
