rollout/ep_len_mean,time/total_timesteps,time/iterations,rollout/ep_rew_mean,time/time_elapsed,time/fps,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_fraction,train/loss,train/approx_kl,train/n_updates,train/value_loss,train/std,train/explained_variance,train/clip_range
708.14,167936,41,273.46103941999996,69,2432,0.0003,-5.949975705146789,-0.008045707560086157,0.0750244140625,-0.0661810040473938,0.0080024125,400,0.02242554957047105,1.0763636827468872,0.9418787136673927,0.2
722.42,172032,42,313.22411828,70,2453,0.0003,-5.961432963609695,-0.006035325054835994,0.039404296875,-0.020711351186037064,0.0059464667,410,0.09693361772224307,1.0791128873825073,0.9336021542549133,0.2
711.59,176128,43,346.62854337000005,71,2469,0.0003,-5.963714808225632,-0.006455044099129737,0.0411376953125,-0.06689814478158951,0.0056514526,420,0.017864605854265393,1.0777359008789062,0.9129163101315498,0.2
722.05,180224,44,378.54801691000006,72,2485,0.0003,-5.968055015802383,-0.008886538137448951,0.0779541015625,-0.03869390860199928,0.0074776905,430,0.06618984108790756,1.082850694656372,0.8846478909254074,0.2
711.35,184320,45,408.1823289000001,73,2501,0.0003,-5.967943298816681,-0.007325614333967678,0.062060546875,-0.05959340184926987,0.007128559,440,0.03182522349525243,1.0782251358032227,0.9276430159807205,0.2
702.0,188416,46,424.90836822000006,74,2516,0.0003,-5.967828786373138,-0.007761110653518699,0.0245361328125,-0.04329441487789154,0.004071901,450,0.08437701547518373,1.0862829685211182,0.912675254046917,0.2
637.16,192512,47,399.45453050000003,75,2534,0.0003,-5.980217546224594,-0.008503384803771042,0.0698486328125,-0.06345433741807938,0.0071722446,460,0.02935913425171748,1.082471489906311,0.8566638976335526,0.2
637.35,196608,48,427.10620958,77,2550,0.0003,-5.970919775962829,-0.008948665059870109,0.05458984375,-0.004859916865825653,0.0063961796,470,0.1553137912414968,1.0830798149108887,0.9366204738616943,0.2
618.03,200704,49,426.72082706000003,78,2562,0.0003,-5.982638818025589,-0.00791245492437156,0.04287109375,-0.05712147429585457,0.0058474476,480,0.05441186355892569,1.0883972644805908,0.8570859283208847,0.2
631.67,204800,50,475.75010946,79,2576,0.0003,-5.996525120735169,-0.01054312271735398,0.0465087890625,-0.06175793707370758,0.006156928,490,0.045099143497645856,1.0917309522628784,0.9541810862720013,0.2
636.03,208896,51,502.59536987,80,2589,0.0003,-5.9941987812519075,-0.007884221812128089,0.0421875,-0.059061624109745026,0.0067267823,500,0.04555469141341746,1.0872001647949219,0.9448926746845245,0.2
654.88,212992,52,536.02736496,81,2598,0.0003,-5.977605652809143,-0.007493829014129006,0.05576171875,-0.05361497774720192,0.006685403,510,0.0304300120100379,1.0841071605682373,0.9763330556452274,0.2
662.82,217088,53,568.7681286799999,83,2607,0.0003,-5.967897689342498,-0.010038821207126602,0.0459228515625,-0.0684191882610321,0.0060239513,520,0.023616656963713466,1.082777976989746,0.8981790095567703,0.2
651.11,221184,54,579.6253296799999,84,2610,0.0003,-5.960080206394196,-0.00958076520182658,0.0409423828125,-0.06876616179943085,0.005170866,530,0.008843801700277255,1.0810741186141968,0.9731841590255499,0.2
650.71,225280,55,591.77937597,86,2619,0.0003,-5.949854469299316,-0.007754858105909079,0.0265625,-0.061378732323646545,0.0033904472,540,0.03617294966243208,1.0779730081558228,0.975079458206892,0.2
641.59,229376,56,612.55278711,87,2622,0.0003,-5.943511360883713,-0.009460843313718215,0.0504638671875,-0.05684385448694229,0.005508527,550,0.04611522890627384,1.07741379737854,0.961774654686451,0.2
634.36,233472,57,622.65501494,88,2628,0.0003,-5.947935295104981,-0.009154610385303385,0.0348388671875,-0.0629688948392868,0.0048060156,560,0.04678988242521882,1.0811424255371094,0.8861334696412086,0.2
634.94,237568,58,644.1500263400001,90,2631,0.0003,-5.948830682039261,-0.00692816725349985,0.0580322265625,-0.06279772520065308,0.005595107,570,0.014273309288546443,1.0793124437332153,0.9775410164147615,0.2
644.44,241664,59,670.95313479,92,2625,0.0003,-5.944569021463394,-0.006995757948607207,0.036962890625,-0.0631895512342453,0.0048888284,580,0.019932783476542683,1.08042573928833,0.9398269653320312,0.2
644.54,245760,60,688.1697478799999,93,2620,0.0003,-5.938228315114975,-0.009785796483629382,0.069677734375,-0.07027214765548706,0.007259681,590,0.007046509924111888,1.0772476196289062,0.9289535880088806,0.2
616.3,249856,61,659.7709976000001,94,2635,0.0003,-5.93495609164238,-0.006656804610975087,0.043896484375,-0.055396683514118195,0.0039290525,600,0.032516216381918636,1.0817869901657104,0.9317561388015747,0.2
