episode,total_reward,steps,target_x,final_com_x,final_h,failed,final_error
1,492.25015498138964,1000,-0.09448817735138633,-0.1001853569006887,0.9886056409013952,False,-0.005697179549302364
2,160.46343269292265,1000,0.031486602975118516,-0.024935048353367413,0.8871566973430282,False,-0.05642165132848593
3,121.59772225469351,1000,-0.07726559601571932,-0.09009344250751772,0.9743443070164032,False,-0.012827846491798398
4,110.10086973570287,1000,0.00878828015269964,-0.03971823995435259,0.9029869597858955,False,-0.04850652010705223
5,29.275508016347885,1000,0.09983522301301428,0.012465806431385663,0.8252611668367428,False,-0.08736941658162863
6,130.2014261893928,1000,-0.075405525022562,-0.0884030896933242,0.9740048706584756,False,-0.012997564670762199
7,122.60821864567697,1000,-0.006413009431255848,-0.048893772980840945,0.9150384729008298,False,-0.0424807635495851
8,174.3963995091617,1000,-0.004206909167456613,-0.048930086695245865,0.9105536449444215,False,-0.04472317752778925
9,171.09287081472576,1000,-0.012550399974098264,-0.05336216418262153,0.9183764715829534,False,-0.04081176420852327
10,95.77854725625366,1000,0.09138520069067324,0.008687925765017798,0.8346054501486891,False,-0.08269727492565544
11,95.03527831099927,1000,0.02437671855927656,-0.03177277793901386,0.8877010070034191,False,-0.05614949649829042
12,78.98116697743535,1000,0.07162609781678178,-0.003871790823092705,0.849004222720251,False,-0.07549788863987449
13,55.386137871071696,1000,0.09696069504751109,0.01100079440996602,0.8280801987249098,False,-0.08595990063754508
14,157.96937362942845,1000,0.014491787636529405,-0.03638790806092531,0.8982406086050906,False,-0.050879695697454715
15,93.62890923023224,1000,0.09518757747803505,0.010095211929009657,0.8298152689019492,False,-0.0850923655490254
16,91.81762410886586,1000,0.06048419257318083,-0.009603906174635869,0.8598238025043666,False,-0.0700880987478167
17,1402.5318441726267,1000,-0.09694206868065769,-0.1015774572152901,0.9907292229307352,False,-0.004635388534632412
18,151.46267547644675,1000,-0.07551960203042861,-0.08901144324045822,0.9730163175799408,False,-0.01349184121002961
19,94.32108237221837,1000,0.08326994587782993,0.003526042945412448,0.840512194135165,False,-0.07974390293241748
20,136.70996298082173,1000,-0.010262307947376259,-0.05135776792307164,0.9178090800486093,False,-0.04109545997569538
