#{"t_start": 1786525381.2869322, "env_id": "None"}
r,l,t
-116.964213,41,16.829476
-132.715536,31,16.879514
-151.180747,73,16.984295
-115.244746,47,17.055159
-120.697563,47,17.12604
-154.35944,37,17.178971
-136.557481,31,17.225113
-111.076952,35,17.279202
-115.554075,39,17.330815
-144.707739,63,17.418046
-132.231107,33,17.468306
-123.730043,43,17.530853
-163.807564,57,17.632229
-145.152956,32,17.716733
-115.985351,38,17.803326
-122.018629,42,17.901382
-144.492228,86,18.163811
-115.92935,34,18.245654
-141.665904,146,18.468478
-123.145623,32,18.515733
-153.682842,35,18.578426
-133.092935,51,18.710547
-114.353139,31,18.793195
-166.019843,106,19.089616
-159.0959,31,19.238888
-118.249585,68,19.394625
-133.631612,40,19.482657
-146.250748,75,19.612985
-260.075916,125,19.869683
-115.45397,31,19.946607
-125.809695,59,20.086098
-128.21215,44,20.19141
-144.461596,31,20.261421
-149.649319,31,20.325783
-158.880027,34,20.39288
-165.106934,79,20.568164
-109.909837,31,20.644299
-155.073031,70,20.813748
-161.141095,31,20.855536
-175.693086,31,20.90907
-120.481885,31,23.100326
-121.31144,31,23.1458
-121.071311,46,23.2082
-136.446656,31,23.265298
-147.941287,75,23.368436
-125.087201,40,23.431177
-428.135399,169,23.69831
-154.084827,31,23.743535
-156.846088,40,23.798319
-123.712365,48,23.868182
-142.487014,67,23.97977
-135.938901,54,24.068497
-145.290759,31,24.113289
-150.698412,31,24.153433
-132.158533,138,24.429503
-167.221482,31,24.481177
-158.723768,31,24.531192
-132.476969,48,24.622158
-167.094771,31,24.670958
-241.463262,254,24.962704
-119.062062,70,25.039163
-148.290711,70,25.128451
-118.722971,33,25.179928
-148.179583,31,25.234148
-150.381918,31,25.279852
-146.518947,60,25.348166
-147.27572,58,25.41804
-155.984208,87,25.538452
-138.454998,134,25.978996
-136.109979,63,26.240742
-145.756425,62,26.492985
-107.131355,31,26.633547
-162.025228,31,26.784467
-134.747243,75,33.613649
-157.846332,42,33.787029
-114.196801,31,33.924342
-121.279667,37,34.097777
-113.489111,27,34.221772
