step,reward,com_y,target_y,h,failed,success,xcom_y,com_y_dot,ankle_eversion_action,ankle_eversion_torque_nm,ankle_eversion_angle_rad,ankle_flexion_action,ankle_flexion_torque_nm,ankle_flexion_angle_rad,hip_abduction_action,hip_abduction_torque_nm,hip_abduction_angle_rad,hip_flexion_action,hip_flexion_torque_nm,hip_flexion_angle_rad
191,2.0,0.0471527149185259,0.045,0.9541975549249808,False,True,0.047165941529868215,4.755986660748279e-05,0.20261196792125702,6.078359037637711,-0.06892676248138689,0.028986293822526932,1.4493146911263466,-0.06999145115683443,0.031401123851537704,1.5700561925768852,-0.006713691832876056,0.014276690781116486,1.0707518085837364,0.2034509763784657
192,2.0,0.0471531793791991,0.045,0.9541876727829979,False,True,0.04716609623798448,4.6446067319960704e-05,0.20261232554912567,6.07836976647377,-0.06893381229820084,0.028970595449209213,1.4485297724604607,-0.06998359765857953,0.03139324113726616,1.569662056863308,-0.006683197044221071,0.014273658394813538,1.0705243796110153,0.203458672907536
193,2.0,0.04715363300865998,0.045,0.9541780210923407,False,True,0.0471662486465928,4.536294608836755e-05,0.20261265337467194,6.078379601240158,-0.0689407509017579,0.02895520254969597,1.4477601274847984,-0.06997584428200875,0.031386908143758774,1.5693454071879387,-0.006653160315466724,0.01427045464515686,1.0702840983867645,0.20346629695245605
194,2.0,0.047154076332205,0.045,0.9541685886764892,False,True,0.047166405358014245,4.4332354501991356e-05,0.20261210203170776,6.078363060951233,-0.06894757838815715,0.02894003316760063,1.4470016583800316,-0.06996818846386345,0.03137875720858574,1.568937860429287,-0.006623583015045345,0.014267124235630035,1.0700343176722527,0.20347384384452644
195,2.0,0.047154509600538554,0.045,0.9541593702013074,False,True,0.04716655898642541,4.332683335508958e-05,0.20261262357234955,6.0783787071704865,-0.06895429746025132,0.028924789279699326,1.4462394639849663,-0.06996062840848792,0.03137224540114403,1.5686122700572014,-0.0065944551676306706,0.014263920485973358,1.0697940364480019,0.20348131164636296
196,2.0,0.0471549332357278,0.045,0.9541503566866425,False,True,0.047166714719568695,4.236351892478174e-05,0.20261245965957642,6.0783737897872925,-0.0689609092629298,0.028910111635923386,1.4455055817961693,-0.06995316311293932,0.0313648097217083,1.5682404860854149,-0.00656577341666458,0.01426096260547638,1.0695721954107285,0.20348870195035038
197,2.0,0.04715534752944315,0.045,0.9541415419267415,False,True,0.047166869222722264,4.1429371534784654e-05,0.20261280238628387,6.078384071588516,-0.0689674161237897,0.02889515459537506,1.444757729768753,-0.06994579122903566,0.03135822340846062,1.5679111704230309,-0.006537529288802837,0.01425781100988388,1.069335825741291,0.20349601446543047
198,2.0,0.04715575281682542,0.045,0.9541329187909484,False,True,0.047167024039958795,4.052873822726899e-05,0.20261304080486298,6.078391224145889,-0.0689738185519595,0.02888103947043419,1.4440519735217094,-0.06993851154546077,0.031350892037153244,1.5675446018576622,-0.0065097217316121385,0.01425490528345108,1.069117896258831,0.20350325001607425
199,2.0,0.04715614932174695,0.045,0.9541244825160223,False,True,0.0471671763007241,3.9650492152792927e-05,0.2026136964559555,6.078410893678665,-0.0689801196103564,0.028866540640592575,1.4433270320296288,-0.06993132284839972,0.03134484216570854,1.567242108285427,-0.006482338842402263,0.01425188034772873,1.0688910260796547,0.20351040893539168
200,2.0,0.047156537390055646,0.045,0.9541162257434969,False,True,0.047167329743061495,3.8806830869597686e-05,0.2026139795780182,6.078419387340546,-0.06898631943789678,0.028852563351392746,1.4426281675696373,-0.06992422337740999,0.03133752569556236,1.5668762847781181,-0.0064553809100953785,0.014248818159103394,1.0686613619327545,0.20351748944206313
201,2.0,0.047156917215741743,0.045,0.9541081443459203,False,True,0.04716748033773135,3.7982568609762346e-05,0.2026144564151764,6.078433692455292,-0.06899242171109861,0.028838511556386948,1.4419255778193474,-0.06991721096866775,0.031331922858953476,1.5665961429476738,-0.006428833550494288,0.014245614409446716,1.0684210807085037,0.20352448785882282
202,2.0,0.0471572892006336,0.045,0.9541002297737532,False,True,0.04716763426663301,3.7198489185458206e-05,0.20261438190937042,6.078431457281113,-0.068998425699651,0.028824899345636368,1.4412449672818184,-0.06991028505784366,0.031324367970228195,1.5662183985114098,-0.0064027008867070575,0.014242894947528839,1.068217121064663,0.2035314071906013
203,2.0,0.04715765344172435,0.045,0.9540924799633116,False,True,0.047167783149156185,3.6424109075422484e-05,0.20261549949645996,6.078464984893799,-0.06900433482428102,0.028811249881982803,1.4405624940991402,-0.06990344435735622,0.031319063156843185,1.5659531578421593,-0.006376969157966421,0.014239884912967682,1.0679913684725761,0.2035382473024577
204,2.0,0.04715801030981722,0.045,0.9540848870251655,False,True,0.0471679349708845,3.568680928683898e-05,0.202615424990654,6.07846274971962,-0.06901014950433014,0.028797734528779984,1.4398867264389992,-0.06989668734526909,0.03131210431456566,1.565605215728283,-0.006351637519271105,0.014236897230148315,1.0677672922611237,0.20354500689676727
205,2.0,0.047158359921743005,0.045,0.954077448473553,False,True,0.047168082785562525,3.4961192578453204e-05,0.20261649787425995,6.0784949362277985,-0.06901587115593387,0.028784748166799545,1.4392374083399773,-0.06989001324012784,0.03130617365241051,1.5653086826205254,-0.006326700463153238,0.014234192669391632,1.0675644502043724,0.20355168807621307
206,2.0,0.047158702507038484,0.045,0.9540701594247131,False,True,0.04716822995713058,3.425852954791475e-05,0.20261697471141815,6.0785092413425446,-0.06902150215466026,0.02877167984843254,1.438583992421627,-0.06988342028214138,0.0313003771007061,1.565018855035305,-0.006302148634517785,0.014231167733669281,1.067337580025196,0.20355828873394882
207,2.0,0.047159038334287896,0.045,0.9540630141640872,False,True,0.0471683778401002,3.358272494119463e-05,0.20261728763580322,6.078518629074097,-0.06902704339320827,0.028758816421031952,1.4379408210515976,-0.06987690742847308,0.031294118613004684,1.5647059306502342,-0.006277979038251512,0.01422841101884842,1.0671308264136314,0.20356480956736983
208,2.0,0.0471593675704157,0.045,0.9540560091400914,False,True,0.04716852377419202,3.2923612780511036e-05,0.20261801779270172,6.078540533781052,-0.06903249654521311,0.028746288269758224,1.4373144134879112,-0.0698704735958976,0.031288426369428635,1.5644213184714317,-0.0062541851726436466,0.01422564685344696,1.066923514008522,0.2035712512914784
209,2.0,0.047159690428860195,0.045,0.9540491398114852,False,True,0.047168669266414845,3.228584444930904e-05,0.2026185244321823,6.078555732965469,-0.06903786292681666,0.02873343974351883,1.4366719871759415,-0.06986411810144594,0.03128255531191826,1.564127765595913,-0.006230762045654647,0.014222927391529083,1.0667195543646812,0.20357761568327257
210,2.0,0.04716000702365053,0.045,0.9540424037521164,False,True,0.04716881166618522,3.165947903352451e-05,0.20261971652507782,6.078591495752335,-0.06904314263982742,0.02872118353843689,1.4360591769218445,-0.06985783948614568,0.031276505440473557,1.5638252720236778,-0.006207709215261407,0.014220111072063446,1.0665083304047585,0.20358390163690882
211,2.0,0.0471603174807076,0.045,0.954035798282817,False,True,0.047168951430138585,3.104570570691689e-05,0.20262031257152557,6.078609377145767,-0.06904833996690903,0.028708886355161667,1.4354443177580833,-0.06985163667101697,0.03127202019095421,1.5636010095477104,-0.006185009227632475,0.01421741396188736,1.066306047141552,0.2035901094771536
212,2.0,0.04716062217330525,0.045,0.9540293154615903,False,True,0.04716909581054501,3.0469259765242285e-05,0.202620267868042,6.07860803604126,-0.06905345392371805,0.02869710698723793,1.4348553493618965,-0.06984550818696214,0.03126531466841698,1.5632657334208488,-0.006162666936527215,0.014214679598808289,1.0661009699106216,0.20359623823770526
213,2.0,0.047160921104750175,0.045,0.9540229552180813,False,True,0.04716923452175918,2.989314449239333e-05,0.2026214301586151,6.078642904758453,-0.06905848702411574,0.028684835880994797,1.4342417940497398,-0.06983945347882171,0.031260665506124496,1.5630332753062248,-0.006140672044486412,0.014212079346179962,1.0659059509634972,0.20360228998993235
214,2.0,0.04716121455891899,0.045,0.9540167115123619,False,True,0.04716937565043275,2.9345416881210173e-05,0.20262153446674347,6.078646034002304,-0.06906344041206812,0.02867315337061882,1.433657668530941,-0.06983347123037795,0.03125498816370964,1.562749408185482,-0.00611902033986663,0.014209352433681488,1.0657014325261116,0.20360826392702125
215,2.0,0.04716150261325425,0.045,0.9540105826967181,False,True,0.04716951353298494,2.880543352595799e-05,0.20262278616428375,6.078683584928513,-0.06906831377011241,0.028661612421274185,1.4330806210637093,-0.06982756071718044,0.031249310821294785,1.5624655410647392,-0.006097713064552187,0.014206863939762115,1.0655147954821587,0.20361416177346514
216,2.0,0.04716178531554738,0.045,0.9540045677543111,False,True,0.047169647392595826,2.8270229313065443e-05,0.20262371003627777,6.078711301088333,-0.06907311067751205,0.02865028753876686,1.432514376938343,-0.06982172094525048,0.031245078891515732,1.5622539445757866,-0.006076735318296811,0.014204300940036774,1.065322570502758,0.2036199841999669
217,2.0,0.04716206295814898,0.045,0.9539986604649152,False,True,0.04716978432291603,2.7764260160378917e-05,0.2026238739490509,6.078716218471527,-0.06907783078988387,0.02863863855600357,1.4319319278001785,-0.06981595084075211,0.031239103525877,1.56195517629385,-0.006056088992793091,0.014201663434505463,1.0651247575879097,0.20362573093978278
218,2.0,0.04716233557986141,0.045,0.9539928600029487,False,True,0.04716991731145773,2.7262171242714572e-05,0.2026248723268509,6.078746169805527,-0.06908247666899404,0.02862752601504326,1.431376300752163,-0.06981024972917914,0.03123481199145317,1.5617405995726585,-0.00603576356213189,0.014199234545230865,1.064942590892315,0.20363140360929424
219,2.0,0.04716260340913069,0.045,0.9539871615078576,False,True,0.04717005186074252,2.678292692834261e-05,0.20262527465820312,6.078758239746094,-0.06908704839109801,0.02861659973859787,1.4308299869298935,-0.0698046161415137,0.031229253858327866,1.5614626929163933,-0.006015758953581855,0.014196619391441345,1.064746454358101,0.20363700074347588
220,2.0,0.04716286645277697,0.045,0.9539815648345324,False,True,0.047170181814075486,2.630436462813801e-05,0.20262645184993744,6.078793555498123,-0.06909154708611576,0.028605584055185318,1.430279202759266,-0.06979904977037443,0.031224574893712997,1.5612287446856499,-0.005996070336033719,0.014194317162036896,1.0645737871527672,0.20364252530836707
221,2.0,0.047163124849519136,0.045,0.9539760670315077,False,True,0.04717031097833845,2.583967421629363e-05,0.20262715220451355,6.0788145661354065,-0.0690959749531333,0.028594668954610825,1.4297334477305412,-0.06979354951209923,0.031220104545354843,1.5610052272677422,-0.005976688590630423,0.014191754162311554,1.0643815621733665,0.20364797684468616
222,2.0,0.04716337875519899,0.045,0.9539706647830001,False,True,0.04717043998556951,2.5390567985617007e-05,0.20262770354747772,6.078831106424332,-0.06910033200672708,0.02858441323041916,1.429220661520958,-0.06978811491945502,0.031214889138936996,1.5607444569468498,-0.005957613828015328,0.014189586043357849,1.0642189532518387,0.20365335815590963
223,2.0,0.047163628259289554,0.045,0.9539653561853286,False,True,0.047170567079495705,2.4950409056173628e-05,0.20262838900089264,6.078851670026779,-0.06910462145836384,0.028573419898748398,1.42867099493742,-0.06978274392454947,0.031211119145154953,1.5605559572577477,-0.005938832879250359,0.014186754822731018,1.0640066117048264,0.20365866451579465
224,2.0,0.04716387358709547,0.045,0.9539601364447772,False,True,0.04717069626296021,2.4532780591723924e-05,0.20262864232063293,6.078859269618988,-0.0691088414172907,0.02856322005391121,1.4281610026955605,-0.06977743649660417,0.031205203384160995,1.5602601692080498,-0.005920353907825687,0.014184705913066864,1.0638529434800148,0.20366389990828793
225,2.0,0.04716411465141393,0.045,0.9539550074167249,False,True,0.04717081875778804,2.4106431845832832e-05,0.20263011753559113,6.078903526067734,-0.06911299546224152,0.028553057461977005,1.4276528730988503,-0.06977219192548242,0.031202014535665512,1.5601007267832756,-0.0059021617210738755,0.014182358980178833,1.0636769235134125,0.2036690656888768
226,2.0,0.04716435173467004,0.045,0.9539499630921268,False,True,0.04717094512592201,2.3708325611049297e-05,0.2026301622390747,6.078904867172241,-0.06911708341732671,0.028542738407850266,1.4271369203925133,-0.0697670090755421,0.03119673952460289,1.5598369762301445,-0.0058842573215301276,0.014179952442646027,1.063496433198452,0.20367416102598054
227,2.0,0.04716458478031386,0.045,0.9539450046741732,False,True,0.04717106588376444,2.3304564381737558e-05,0.2026316374540329,6.078949123620987,-0.06912110576836386,0.0285329632461071,1.426648162305355,-0.06976188766635764,0.031192492693662643,1.5596246346831322,-0.005866638306233378,0.014177881181240082,1.0633410885930061,0.20367918893899095
228,2.0,0.0471648138856754,0.045,0.9539401300920127,False,True,0.047171185408115913,2.2910536154330252e-05,0.20263221859931946,6.078966557979584,-0.0691250657449459,0.02852310612797737,1.4261553063988686,-0.06975682692607929,0.031188946217298508,1.5594473108649254,-0.0058492912194925036,0.01417563110589981,1.0631723329424858,0.20368415032881487
229,2.0,0.04716503927743811,0.045,0.9539353345225933,False,True,0.04717130752303635,2.253917627120794e-05,0.2026323825120926,6.078971475362778,-0.06912896242782184,0.028513219207525253,1.4256609603762627,-0.06975182546191705,0.031183790415525436,1.5591895207762718,-0.005832220228947792,0.014173246920108795,1.0629935190081596,0.203689043223947
230,2.0,0.0471652609195518,0.045,0.9539306187329403,False,True,0.04717142488573586,2.2164211369024578e-05,0.20263360440731049,6.079008132219315,-0.06913279783774468,0.02850387617945671,1.4251938089728355,-0.06974688237091964,0.031180303543806076,1.5590151771903038,-0.005815416707039091,0.014171108603477478,1.0628331452608109,0.20369386806040296
231,2.0,0.047165478962742015,0.045,0.9539259795161273,False,True,0.04717154284125658,2.180431902115698e-05,0.2026340812444687,6.079022437334061,-0.06913657225013028,0.02849404513835907,1.4247022569179535,-0.06974199757099558,0.031175773590803146,1.5587886795401573,-0.005798879491905426,0.014169029891490936,1.0626772418618202,0.2036986280127092
232,2.0,0.047165693403978075,0.045,0.9539214169366367,False,True,0.04717165711053878,2.1444123605995902e-05,0.20263521373271942,6.079056411981583,-0.06914028677610924,0.028484482318162918,1.424224115908146,-0.06973717030534628,0.031171973794698715,1.5585986897349358,-0.005782603674069766,0.01416681706905365,1.0625112801790237,0.2037033234072985
233,2.0,0.0471659043272251,0.045,0.9539169292079765,False,True,0.04717177019693942,2.1092324702792764e-05,0.20263586938381195,6.0790760815143585,-0.06914394256248681,0.028475653380155563,1.4237826690077782,-0.06973239942621456,0.031168024986982346,1.5584012493491173,-0.005766584368149821,0.014164723455905914,1.0623542591929436,0.20370795374778017
234,2.0,0.04716611183160267,0.045,0.9539125142212197,False,True,0.047171882621030226,2.075043775695562e-05,0.2026365101337433,6.079095304012299,-0.0691475409054458,0.028466157615184784,1.4233078807592392,-0.06972768444993795,0.031164254993200302,1.558212749660015,-0.005750816186520527,0.014162637293338776,1.0621977970004082,0.20371252049113744
235,2.0,0.04716631601882863,0.045,0.9539081698121568,False,True,0.04717199455678824,2.041872259606059e-05,0.20263703167438507,6.079110950231552,-0.06915108247746274,0.028457116335630417,1.4228558167815208,-0.06972302454076808,0.03116029128432274,1.558014564216137,-0.005735296392878984,0.01416052132844925,1.0620390996336937,0.20371702371789874
236,2.0,0.04716651696582417,0.045,0.9539038943441666,False,True,0.04717210539152835,2.009469955363552e-05,0.20263761281967163,6.079128384590149,-0.06915456850130247,0.028448041528463364,1.4224020764231682,-0.06971841891127031,0.03115665540099144,1.557832770049572,-0.005720019957466752,0.01415843516588211,1.0618826374411583,0.2037214636206116
237,2.0,0.04716671475044303,0.045,0.9538996861607865,False,True,0.047172215229039374,1.977846188633281e-05,0.20263831317424774,6.079149395227432,-0.06915799887760536,0.02843940258026123,1.4219701290130615,-0.06971386735430693,0.03115255758166313,1.5576278790831566,-0.005704987200956061,0.014156587421894073,1.0617440566420555,0.20372584306803865
238,2.0,0.04716690938969496,0.045,0.9538955449001073,False,True,0.04717232239423176,1.9463925192420017e-05,0.20263917744159698,6.0791753232479095,-0.06916137585954164,0.028430595993995667,1.4215297996997833,-0.06970936857434844,0.031149517744779587,1.5574758872389793,-0.005690188572604578,0.014154396951198578,1.0615797713398933,0.2037301602394743
239,2.0,0.047167101035505754,0.045,0.9538914673296648,False,True,0.047172430791107715,1.916458107972807e-05,0.2026395946741104,6.079187840223312,-0.06916469916994746,0.028421815484762192,1.4210907742381096,-0.06970492210159399,0.03114534541964531,1.5572672709822655,-0.005675625233692151,0.014152474701404572,1.0614356026053429,0.2037344164157325
240,2.0,0.04716728964976993,0.045,0.9538874542602142,False,True,0.04717253509670633,1.8861426417937643e-05,0.2026405930519104,6.079217791557312,-0.0691679701079569,0.028413593769073486,1.4206796884536743,-0.06970052804871425,0.031142156571149826,1.5571078285574913,-0.005661291535249328,0.014150775969028473,1.0613081976771355,0.2037386157649402
241,2.0,0.0471674753316426,0.045,0.9538835035820723,False,True,0.047172639227461274,1.8568187266920777e-05,0.20264117419719696,6.079235225915909,-0.06917118950073703,0.02840520069003105,1.4202600345015526,-0.06969618524470873,0.031138580292463303,1.5569290146231651,-0.005647183913503119,0.014148719608783722,1.0611539706587791,0.20374275702384653
242,2.0,0.04716765812083308,0.045,0.95387961445036,False,True,0.04717274156986793,1.827891904782053e-05,0.20264197885990143,6.079259365797043,-0.06917435801217918,0.02839656174182892,1.419828087091446,-0.06969189309813623,0.031135153025388718,1.5567576512694359,-0.005633299414319167,0.01414681226015091,1.0610109195113182,0.2037468406984124
243,2.0,0.047167838067640945,0.045,0.9538757857948734,False,True,0.04717284246874567,1.7994680786420636e-05,0.20264270901679993,6.079281270503998,-0.0691774769585135,0.028388533741235733,1.4194266870617867,-0.06968765067594078,0.031131993979215622,1.556599698960781,-0.005619632377110378,0.014144890010356903,1.0608667507767677,0.2037508663469711
244,2.0,0.04716801526169577,0.045,0.9538720157086006,False,True,0.04717294310750888,1.77194054824803e-05,0.20264308154582977,6.079292446374893,-0.06918054687149401,0.028380338102579117,1.4190169051289558,-0.06968345781573503,0.03112850710749626,1.556425355374813,-0.005606180652526075,0.014143161475658417,1.0607371106743813,0.20375483651340212
245,2.0,0.04716818971820472,0.045,0.9538683038679847,False,True,0.04717304143164418,1.7445650894731823e-05,0.20264402031898499,6.07932060956955,-0.06918356786901111,0.02837219089269638,1.418609544634819,-0.06967931380430833,0.03112509474158287,1.5562547370791435,-0.005592943470732112,0.014141254127025604,1.0605940595269203,0.20375875128964946
246,2.0,0.04716836146143709,0.045,0.9538646497566576,False,True,0.04717313771744302,1.7174323237167943e-05,0.20264476537704468,6.07934296131134,-0.06918654210005563,0.0283643938601017,1.418219693005085,-0.06967521795560645,0.031122442334890366,1.5561221167445183,-0.005579911669028128,0.014139480888843536,1.0604610666632652,0.2037626111294655
247,2.0,0.047168530658996725,0.045,0.9538610498085802,False,True,0.0471732361187068,1.6919755963656913e-05,0.2026447206735611,6.079341620206833,-0.06918946991963489,0.028356458991765976,1.4178229495882988,-0.06967116957042783,0.031118925660848618,1.5559462830424309,-0.005567084094684626,0.014137648046016693,1.060323603451252,0.2037664162043685
248,2.0,0.04716869729972078,0.045,0.95385750426126,False,True,0.0471733316526912,1.6664072405303543e-05,0.20264580845832825,6.079374253749847,-0.0691923506124587,0.02834894135594368,1.417447067797184,-0.06966716819844175,0.03111545369029045,1.5557726845145226,-0.005554463389154639,0.014135979115962982,1.0601984336972237,0.20377016796559028
249,2.0,0.04716886137816734,0.045,0.9538540132304821,False,True,0.04717342447305613,1.6407844655869086e-05,0.20264646410942078,6.079393923282623,-0.06919518763930232,0.02834092080593109,1.4170460402965546,-0.0696632135969553,0.03111347183585167,1.5556735917925835,-0.005542034983160897,0.014134235680103302,1.0600676760077477,0.20377386808447867
250,2.0,0.047169023089610705,0.045,0.9538505725614743,False,True,0.04717352035708348,1.617114433680178e-05,0.2026466280221939,6.079398840665817,-0.06919797869887512,0.02833366021513939,1.4166830107569695,-0.06965930489453243,0.031109075993299484,1.5554537996649742,-0.0055298085333512275,0.014132507145404816,1.0599380359053612,0.20377751620054746
251,2.0,0.04716918228730227,0.045,0.9538471853765474,False,True,0.047173609646214545,1.591976915640836e-05,0.20264792442321777,6.079437732696533,-0.06920072709313486,0.028326209634542465,1.4163104817271233,-0.0696554411504327,0.031107481569051743,1.5553740784525871,-0.005517769879841925,0.014130741357803345,1.0598056018352509,0.20378111155632816
252,2.0,0.04716933918378048,0.045,0.9538438471536067,False,True,0.04717370254492154,1.5689647821226504e-05,0.20264790952205658,6.079437285661697,-0.0692034313509409,0.02831878885626793,1.4159394428133965,-0.06965162217340987,0.031103383749723434,1.5551691874861717,-0.005505925215461457,0.0141291543841362,1.059686578810215,0.20378465622074365
253,2.0,0.04716949368999309,0.045,0.953840559787381,False,True,0.04717379057678004,1.5450621260876263e-05,0.20264898240566254,6.079469472169876,-0.06920609444570147,0.02831130102276802,1.415565051138401,-0.06964784742022674,0.03110169991850853,1.5550849959254265,-0.005494261924245049,0.014127425849437714,1.0595569387078285,0.20378815058707395
254,2.0,0.04716964599843754,0.045,0.9538373191821801,False,True,0.04717388176431021,1.523084444468581e-05,0.20264899730682373,6.079469919204712,-0.06920871495166095,0.028304357081651688,1.4152178540825844,-0.0696441167869586,0.031097780913114548,1.5548890456557274,-0.0054827860290139595,0.01412598043680191,1.0594485327601433,0.20379159730581575
255,2.0,0.047169795984889074,0.045,0.9538341279810835,False,True,0.047173967175101736,1.4998645153641021e-05,0.20265038311481476,6.079511493444443,-0.06921129475971928,0.02829694375395775,1.4148471876978874,-0.06964042901861987,0.031095843762159348,1.5547921881079674,-0.005471489131390944,0.014124095439910889,1.0593071579933167,0.2037949937951133
256,2.0,0.04716994379913112,0.045,0.9538309829972101,False,True,0.047174054579227624,1.4781424204773908e-05,0.2026502937078476,6.079508811235428,-0.06921383456416746,0.02829010784626007,1.4145053923130035,-0.06963678361712143,0.031092848628759384,1.5546424314379692,-0.005460368492326003,0.01412259042263031,1.0591942816972733,0.2037983408905119
257,2.0,0.04717008946644392,0.045,0.9538278836926826,False,True,0.04717414053947893,1.4566731279530565e-05,0.2026510238647461,6.079530715942383,-0.0692163341647066,0.028283286839723587,1.4141643419861794,-0.06963318056918653,0.031089957803487778,1.5544978901743889,-0.005449424833916554,0.014121152460575104,1.0590864345431328,0.20380164150073207
258,2.0,0.04717023295455984,0.045,0.9538248307540459,False,True,0.047174223423156456,1.4348811592374e-05,0.20265185832977295,6.0795557498931885,-0.0692187944944521,0.028276432305574417,1.4138216152787209,-0.06962961924499843,0.031087514013051987,1.5543757006525993,-0.0054386539208189175,0.014119558036327362,1.0589668527245522,0.2038048958187224
259,2.0,0.04717037436094665,0.045,0.9538218221075181,False,True,0.047174306935726704,1.4140638680826267e-05,0.20265215635299683,6.079564690589905,-0.06922121734508042,0.028269577771425247,1.4134788885712624,-0.06962609873284763,0.031085263937711716,1.5542631968855858,-0.0054280483176240195,0.014117918908596039,1.058843918144703,0.2038081026934493
260,2.0,0.04717051375585565,0.045,0.9538188562583904,False,True,0.04717439039053951,1.3939490900449769e-05,0.20265260338783264,6.079578101634979,-0.0692236010896787,0.02826293185353279,1.4131465926766396,-0.06962261921561841,0.031081821769475937,1.5540910884737968,-0.005417614726077314,0.01411660760641098,1.0587455704808235,0.20381126553300186
261,2.0,0.047170651059602935,0.045,0.9538159349020652,False,True,0.0471744695381452,1.3730374728154748e-05,0.20265357196331024,6.079607158899307,-0.06922594902620935,0.02825607731938362,1.412803865969181,-0.06961918009390823,0.03108055517077446,1.554027758538723,-0.005407339100425437,0.014114998281002045,1.0586248710751534,0.2038143842342257
262,2.0,0.04717078645868437,0.045,0.9538130540705453,False,True,0.04717455196761861,1.3539908143289647e-05,0.20265355706214905,6.079606711864471,-0.06922825900813204,0.02824971452355385,1.4124857261776924,-0.06961578060622187,0.031076740473508835,1.5538370236754417,-0.005397230435366055,0.014113523066043854,1.058514229953289,0.20381745837315135
263,2.0,0.04717091980035349,0.045,0.9538102170137555,False,True,0.047174628091732396,1.3334166912293277e-05,0.20265479385852814,6.079643815755844,-0.06923053373581595,0.028243262320756912,1.4121631160378456,-0.06961242041195997,0.03107548877596855,1.5537744387984276,-0.005387277069037246,0.014112114906311035,1.0584086179733276,0.2038204891805872
264,2.0,0.047171051281804134,0.045,0.9538074195360822,False,True,0.047174707839676214,1.3148145064367789e-05,0.20265474915504456,6.079642474651337,-0.0692327728984048,0.028236765414476395,1.4118382707238197,-0.06960909911005116,0.031072434037923813,1.5536217018961906,-0.005377480360234817,0.014110662043094635,1.0582996532320976,0.20382347738891865
265,2.0,0.04717118085558409,0.045,0.953804662647147,False,True,0.047174784360282225,1.2957377995559405e-05,0.20265540480613708,6.0796621441841125,-0.06923497731854757,0.028230637311935425,1.4115318655967712,-0.06960581596026337,0.031070362776517868,1.5535181388258934,-0.005367836807273217,0.014109216630458832,1.0581912472844124,0.20382642262409625
266,2.0,0.047171308553438325,0.045,0.953801945671525,False,True,0.047174859887804246,1.276978542352758e-05,0.20265619456768036,6.079685837030411,-0.0692371463898749,0.028224240988492966,1.4112120494246483,-0.06960257071771037,0.031067606061697006,1.5533803030848503,-0.0053583485296989555,0.014107845723628998,1.0580884292721748,0.20382932619540273
267,2.0,0.04717143436579183,0.045,0.9537992688129397,False,True,0.0471749332635403,1.2581235350750397e-05,0.2026565670967102,6.079697012901306,-0.0692392834671174,0.02821797877550125,1.4108989387750626,-0.06959936280697247,0.031066428869962692,1.5533214434981346,-0.005349001561479993,0.014106385409832,1.0579789057374,0.2038321879733788
268,2.0,0.04717155850245094,0.045,0.9537966276074268,False,True,0.04717501079838958,1.2413665910482319e-05,0.20265644788742065,6.07969343662262,-0.06924138597054165,0.028212137520313263,1.4106068760156631,-0.06959619184810395,0.031062733381986618,1.553136669099331,-0.005339806874325,0.01410510390996933,1.0578827932476997,0.20383500903994412
269,2.0,0.04717168077506012,0.045,0.9537940260625506,False,True,0.04717508123093782,1.2227260918346028e-05,0.20265786349773407,6.079735904932022,-0.06924345643392481,0.028206050395965576,1.4103025197982788,-0.0695930577383776,0.03106173500418663,1.5530867502093315,-0.005330753356413609,0.014103822410106659,1.0577866807579994,0.20383779134400734
270,2.0,0.04717180134407678,0.045,0.9537914607643238,False,True,0.04717515442228543,1.205690166594664e-05,0.2026577889919281,6.079733669757843,-0.06924549420048841,0.028200197964906693,1.4100098982453346,-0.06958995938090637,0.03105878457427025,1.5529392287135124,-0.005321843745499792,0.014102332293987274,1.0576749220490456,0.20384053280694034
271,2.0,0.04717192016329082,0.045,0.95378893269594,False,True,0.04717522457870695,1.1881921403722462e-05,0.2026585191488266,6.079755574464798,-0.06924750090362285,0.02819417044520378,1.409708522260189,-0.06958689677238411,0.03105727955698967,1.5528639778494835,-0.005313071118273625,0.014101125299930573,1.057584397494793,0.20384323554545333
272,2.0,0.047172037346369454,0.045,0.9537864394389477,False,True,0.04717529626012927,1.1718307863645139e-05,0.20265862345695496,6.079758703708649,-0.06924947613451767,0.028188511729240417,1.4094255864620209,-0.06958386977932321,0.031054656952619553,1.5527328476309776,-0.005304437222688742,0.014099903404712677,1.0574927553534508,0.20384590139799777
273,2.0,0.047172152877443044,0.045,0.9537839813309991,False,True,0.0471753658482046,1.1553107358980297e-05,0.2026592642068863,6.079777926206589,-0.06925142144956752,0.02818262204527855,1.4091311022639275,-0.06958087732431335,0.03105313703417778,1.552656851708889,-0.00529593545396165,0.01409842073917389,1.0573815554380417,0.20384852806788964
274,2.0,0.04717226682703597,0.045,0.9537815568715751,False,True,0.047175435816113914,1.1394959292809759e-05,0.20265957713127136,6.079787313938141,-0.06925333554454172,0.028177086263895035,1.4088543131947517,-0.06957791941144921,0.031050320714712143,1.5525160357356071,-0.005287571120867197,0.014097325503826141,1.0572994127869606,0.2038511178656546
275,2.0,0.047172379119666076,0.045,0.9537791676666791,False,True,0.04717550202786776,1.1229263010420487e-05,0.2026604264974594,6.079812794923782,-0.06925522107763557,0.028171252459287643,1.4085626229643822,-0.06957499551614771,0.031049352139234543,1.5524676069617271,-0.005279332866277355,0.014095954596996307,1.057196594774723,0.20385367059625759
