#{"t_start": 1786620492.910207, "env_id": "None"}
r,l,t
-118.736727,40,0.137953
-109.612713,61,0.252707
-108.953057,36,0.286071
-112.199039,48,0.352785
-126.137127,31,0.389971
-121.30194,52,0.452761
-131.566732,31,0.486522
-125.626757,33,0.53565
-120.783251,42,0.584387
-113.047023,32,0.620301
-121.513954,45,0.676398
-120.891406,44,0.719598
-79.12095,71,0.803124
-99.117996,88,0.918275
-126.40063,34,0.952335
-124.253454,32,0.986014
-112.198198,43,1.036154
-128.500825,31,1.069601
-113.818474,32,1.119565
-128.911157,31,1.153224
-128.372783,31,1.186583
-125.579409,24,1.220068
-137.750185,31,1.253124
-98.311284,76,1.336413
-127.351293,31,1.386417
-86.994653,114,1.503326
-103.74587,46,1.569474
-127.361921,33,1.603364
-121.967841,43,1.659367
-123.762719,51,1.719612
-123.167448,45,1.769799
-123.426952,31,1.803488
-128.056368,31,1.853162
-130.486745,31,1.886528
-130.87057,31,1.919355
-115.095506,31,1.952961
-114.585861,36,2.00335
-132.390846,31,2.036189
-125.562528,31,2.086833
-114.292241,62,2.15315
-131.909122,31,2.203283
-137.307867,31,2.236359
-122.96218,41,2.291491
-119.141164,38,2.336682
-136.390351,31,2.370238
-114.923431,33,2.402925
-128.770409,31,2.436682
-119.857683,44,2.503583
-117.814088,31,2.536613
-114.079941,36,2.586322
-132.258099,31,4.480734
-111.612101,44,4.579379
-122.556425,47,4.652548
-125.998809,33,4.695069
-127.461409,34,4.739837
-125.107099,29,4.773784
-125.833107,41,4.819629
-120.880399,46,4.895398
-123.420441,31,4.934066
-123.765418,33,4.969237
-101.81045,53,5.041672
-119.263246,48,5.119359
-111.834388,78,5.218075
-119.436466,31,5.259174
-122.501782,37,5.303487
-127.168957,33,5.336251
-126.762699,42,5.386271
-127.62998,31,5.419966
-110.088689,34,5.470333
-82.129926,60,5.536386
-129.960887,31,5.575093
-106.517222,76,5.669694
-126.117707,31,5.702533
-129.041549,32,5.735845
-117.151193,49,5.78634
-123.093765,40,5.836046
-122.898178,31,5.875388
-133.694806,29,5.905025
-130.818458,31,5.94856
-121.275338,55,6.002642
-111.371287,57,6.086033
-114.931929,68,6.168069
-130.499037,31,6.202963
-105.18812,72,6.285968
-119.672197,40,6.319051
-128.404366,31,6.369987
-118.228225,55,6.435942
-126.826437,31,6.476639
-108.408133,43,6.519469
-102.905532,37,6.570299
-129.088264,32,6.60278
-79.604627,90,6.719651
-125.414403,44,6.78676
-127.066095,32,6.836413
-123.662924,46,6.902682
-129.883721,31,6.952895
-114.384948,31,6.985992
-132.075215,31,7.043383
-123.197216,48,8.874346
-88.785523,62,8.965916
-89.520082,65,9.052564
-119.555766,31,9.085858
-111.937058,64,9.181428
-97.3624,55,9.252426
-126.801263,42,9.303119
-118.007719,35,9.336288
-109.772358,52,9.402496
-122.683805,32,9.452422
-76.850986,71,9.535876
-95.570954,35,9.586698
-101.902573,62,9.669218
-122.257323,33,9.703042
-82.466784,115,9.836123
-116.088271,60,9.919009
-113.520208,31,9.952325
-128.550526,34,9.985561
-108.776721,78,10.082721
-61.7984,72,10.153061
-101.073646,46,10.202613
-104.88159,89,10.302031
-109.827175,80,10.386492
-125.82134,22,10.41865
-88.459449,90,10.519635
-108.28215,57,10.568695
-63.415455,67,10.652796
-102.994868,93,10.753549
-59.425471,156,10.953457
-59.306703,91,11.069751
-127.250538,33,11.103082
-122.659513,38,11.153618
-45.095256,114,11.302724
-48.464119,133,13.277594
-121.859286,51,13.335785
-103.441701,58,13.412009
-122.580789,50,13.469784
-61.332144,75,13.552268
-113.612545,67,13.636268
-54.764348,85,13.736584
-116.964775,61,13.819293
-123.08906,45,13.869287
-105.649292,85,13.985901
-127.198796,36,14.019589
-30.988815,138,14.20246
-131.331826,31,14.236354
-125.356703,45,14.28676
-31.977739,147,14.486524
-64.277819,75,14.569286
-115.864682,39,14.619032
-23.274213,143,14.802671
-122.12953,44,14.852455
-125.754571,51,14.920164
-104.288849,69,15.00286
-92.638241,109,15.152426
-99.975674,98,15.269649
-86.088457,87,15.36928
-92.975419,97,15.502631
-110.85356,47,15.552904
-108.409619,79,15.653275
-112.098702,45,17.485509
-77.833718,91,17.612928
-122.335711,46,17.668894
-110.096783,70,17.752357
-65.059925,70,17.852299
-97.758061,101,17.984776
-4.936969,183,18.202373
-116.673394,76,18.302476
-115.27168,55,18.384224
-30.425492,177,18.602326
-106.566832,47,18.652552
-60.262373,77,18.735952
-97.464703,70,18.818949
-119.325929,66,18.886201
-90.706692,69,18.968435
-16.945276,216,19.202662
-43.379271,126,19.35203
-63.383549,74,19.436474
-68.927095,120,19.569442
-65.443947,168,19.785884
-38.199571,120,19.935027
133.917043,392,22.369001
-22.007211,149,22.567895
-43.75694,110,22.702496
-3.560566,202,22.960601
-39.034665,172,23.136659
-32.604594,128,23.284974
84.55263,321,23.686005
-36.679368,126,23.835819
52.828903,316,24.236011
-76.440081,72,24.319231
70.167677,306,26.46887
139.942786,401,26.985692
490.173966,937,28.135817
-12.497591,194,28.352712
99.625558,280,30.534993
261.647349,611,31.318801
2.219112,211,31.551361
607.175628,1000,32.669079
-5.691096,188,32.917626
378.493656,821,35.752625
-48.430338,95,35.869195
448.198186,827,36.801746
446.068197,852,39.70181
597.752216,1000,40.919051
604.068461,1000,43.952375
710.557887,1000,45.067814
586.393832,1000,48.119298
607.819025,1000,49.250904
568.150669,1000,52.218501
604.936447,1000,53.367478
642.056244,1000,56.418748
759.146203,1000,57.617877
610.158933,1000,60.584027
618.193173,1000,61.733999
754.801289,1000,64.63442
887.928243,1000,65.785357
789.201442,1000,68.86184
801.09462,1000,70.017278
895.770244,1000,73.054995
977.845986,1000,74.200381
914.106928,1000,77.149387
1202.523696,1000,78.317395
965.082298,1000,81.308758
928.172305,1000,82.516779
1008.099767,1000,83.634613
1196.668379,1000,86.668015
1296.391729,1000,87.80062
1584.968481,1000,90.784304
1811.215059,1000,91.994037
1539.828796,1000,94.933928
1935.023996,1000,96.049742
1886.156252,1000,99.103595
1865.476424,1000,100.249664
1797.90983,1000,103.234035
872.324029,638,103.982994
1936.166337,1000,107.117127
2029.873271,1000,108.282183
2072.877739,1000,111.320961
2218.315963,1000,112.567697
2199.927389,1000,115.667111
2356.336511,1000,116.816851
2219.343411,1000,119.816814
2396.166831,1000,120.988431
2327.576208,1000,124.032396
2305.343252,1000,125.240891
2567.350999,1000,128.283218
2738.117162,1000,129.416678
2601.318441,1000,132.427542
2721.680014,1000,133.599906
2791.51884,1000,136.526129
2930.346329,1000,137.71543
2959.695265,1000,138.832778
3083.852748,1000,141.899594
3082.360074,1000,143.166449
3165.87917,1000,146.116107
3285.401647,1000,147.233274
3234.651611,1000,150.249736
3184.600479,1000,151.382712
3582.563642,1000,154.432386
3542.789441,1000,155.532389
3753.072088,1000,158.532413
3638.752055,1000,159.782756
3580.106562,1000,162.86586
3722.305955,1000,164.038703
3893.541246,1000,167.065624
3869.321084,1000,168.198986
4076.275345,1000,171.24918
4023.025858,1000,172.498403
4188.847586,1000,175.548879
4267.909154,1000,176.658583
4280.508473,1000,179.715445
4359.924565,1000,180.831362
4357.854606,1000,183.798382
4549.111501,1000,184.981786
4530.444909,1000,187.998174
4557.529533,1000,189.131696
4583.221456,1000,192.098523
4689.439931,1000,193.230631
4707.77434,1000,196.214734
4767.386309,1000,197.481595
4849.683865,1000,200.464578
4823.355575,1000,201.597173
4806.591944,1000,204.620955
4867.520142,1000,205.796889
4891.437091,1000,208.714235
4836.394236,1000,209.846898
-40.551794,100,209.946905
4885.249455,1000,212.932058
4920.574407,1000,214.18156
4856.8922,1000,217.253605
4929.424817,1000,218.500901
4985.703334,1000,221.413705
5036.462981,1000,222.596553
5052.127113,1000,225.674829
5067.456084,1000,226.862389
5098.042947,1000,230.165991
5108.688446,1000,231.380362
5080.833419,1000,234.346664
5125.588269,1000,235.597945
5092.648249,1000,236.897031
5140.570953,1000,240.029574
5123.890655,1000,241.163876
5158.562662,1000,244.147132
5146.767766,1000,245.396606
5141.967882,1000,248.398341
5119.203181,1000,249.530302
5157.708059,1000,252.430445
5150.165137,1000,253.679836
5209.184525,1000,256.596695
5185.951646,1000,257.713232
5218.055652,1000,260.652431
5203.153257,1000,261.82999
5179.95368,1000,264.823567
5202.384466,1000,265.962659
5201.241752,1000,268.913136
5216.683245,1000,270.113142
5251.855842,1000,273.105392
5246.173554,1000,274.213089
5211.151198,1000,277.196047
5241.623668,1000,278.311824
5214.349392,1000,281.195677
5229.247587,1000,282.312107
5245.380354,1000,285.295812
5238.619005,1000,286.447355
5252.941175,1000,289.452618
5241.448799,1000,290.653516
5286.42359,1000,293.678127
5244.438032,1000,294.895818
5278.121824,1000,297.894953
5227.07769,1000,299.051448
5261.128396,1000,302.053535
5260.403688,1000,303.195525
5281.760041,1000,306.128348
5265.76775,1000,307.312031
5249.817439,1000,310.28344
5269.788432,1000,311.46181
5240.672696,1000,314.415691
5253.644293,1000,315.728137
5183.190722,1000,318.921468
5237.304461,1000,320.0947
5222.876317,1000,323.122046
5234.149861,1000,324.328355
5279.082685,1000,325.461665
5235.719985,1000,328.493878
5213.642937,1000,329.643968
5248.038906,1000,332.778158
5267.2432,1000,333.894815
5194.675676,1000,336.893721
5184.783632,1000,338.127454
5201.759899,1000,341.110186
5233.342865,1000,342.2103
5275.894328,1000,345.210806
5235.362311,1000,346.361213
5251.295516,1000,349.44392
5270.065555,1000,350.621834
5276.345686,1000,353.594377
5282.446649,1000,354.844311
5272.976011,1000,357.863569
5282.873045,1000,359.049862
5301.752861,1000,362.140538
5264.404047,1000,363.244104
5258.204277,1000,366.227254
5263.005558,1000,367.342849
5284.179894,1000,370.327251
5270.856432,1000,371.493444
5266.824131,1000,374.426736
5296.057753,1000,375.542631
5282.454309,1000,378.543483
5315.875736,1000,379.677018
5303.200285,1000,382.659988
5276.273359,1000,383.809773
5308.100807,1000,386.893398
5330.714834,1000,388.126368
5295.262284,1000,391.282693
5321.906981,1000,392.509705
5277.626259,1000,395.559272
5302.607091,1000,396.758784
5304.883555,1000,399.892706
5328.662359,1000,401.09261
5318.245416,1000,404.148386
5308.853204,1000,405.325751
5307.26346,1000,408.321188
5286.859099,1000,409.509243
5319.195065,1000,412.533728
5325.561024,1000,413.709118
5306.553584,1000,414.829591
5330.865906,1000,417.975929
5342.794119,1000,419.092096
5337.042609,1000,422.291663
5311.416584,1000,423.430506
5323.039883,1000,426.49169
5313.011331,1000,427.740393
5311.384578,1000,430.77546
5318.15199,1000,431.892343
5337.682164,1000,434.974912
5342.498159,1000,436.108742
5319.327542,1000,439.141813
5339.649854,1000,440.408846
5344.967904,1000,443.508874
5332.416433,1000,444.758651
5334.842055,1000,447.741395
5328.35426,1000,448.9917
5329.81393,1000,452.091907
5327.076928,1000,453.225186
5314.802806,1000,456.241523
5363.430072,1000,457.493929
5337.869587,1000,460.457998
5338.354964,1000,461.624002
5355.154678,1000,464.608114
5385.067322,1000,465.874677
5362.006862,1000,468.940375
5321.045,1000,470.090687
5343.78991,1000,473.124593
5355.571803,1000,474.307164
5333.038935,1000,477.341236
5354.310083,1000,478.540545
5359.65726,1000,481.607304
5345.506112,1000,482.774357
5361.215726,1000,485.807207
5361.009942,1000,486.990993
5339.583063,1000,489.973649
5342.33377,1000,491.174099
5358.50035,1000,494.244742
5329.467872,1000,495.439703
5352.332134,1000,498.305595
5345.633884,1000,499.490276
5385.616632,1000,502.390813
5343.038184,1000,503.623148
5395.91111,1000,504.739927
5363.197437,1000,507.740228
5394.732355,1000,508.874456
5385.418677,1000,511.87348
5339.520028,1000,513.024087
5345.319953,1000,516.072651
5358.283528,1000,517.190803
5362.97873,1000,520.123181
5367.719429,1000,521.256057
5371.960216,1000,524.289411
5351.755539,1000,525.523001
5350.48749,1000,528.590368
5346.133698,1000,529.755387
5398.193843,1000,532.892519
5387.432633,1000,534.022943
5348.398568,1000,537.126116
5345.729364,1000,538.32312
5400.862598,1000,541.406322
5337.12124,1000,542.55254
5369.034396,1000,545.690388
5343.598118,1000,546.837601
5362.703165,1000,549.855791
5405.073497,1000,551.105825
5400.864872,1000,554.205493
5346.126573,1000,555.338086
5347.005792,1000,558.356023
5377.805197,1000,559.539093
5390.581629,1000,562.592574
5411.550064,1000,563.888619
5371.508375,1000,566.904599
5396.374091,1000,568.05533
5355.640413,1000,570.988559
5407.438921,1000,572.155186
5371.266773,1000,575.171516
5352.849651,1000,576.505637
5353.535523,1000,579.488336
5357.525428,1000,580.70416
5430.855319,1000,583.760214
5352.891504,1000,584.938228
5393.913943,1000,587.916952
5395.706675,1000,589.104594
5342.43231,1000,592.070973
5359.903612,1000,593.27265
5374.005619,1000,594.521024
5427.375966,1000,597.554922
5389.908339,1000,598.754995
