episode,total_reward,steps,target_y,final_com_y,final_h,max_abs_xcom_y,failed,mean_abs_ankle_eversion_deg,max_abs_ankle_eversion_deg,mean_abs_ankle_flexion_deg,max_abs_ankle_flexion_deg,mean_abs_hip_abduction_deg,max_abs_hip_abduction_deg,mean_abs_hip_flexion_deg,max_abs_hip_flexion_deg,final_error
1,1837.9631805419922,1000,-0.0010001940889168073,0.00024499502916879864,0.9584936960638131,0.012026040750213211,False,1.0834224281076132,1.2279146116384891,0.999903658159849,1.4048681543493098,4.784115614577868,5.353907053507394,0.659424931626169,2.2587774083562002,0.001245189118085606
2,1888.630086004734,1000,0.01122963756432798,0.010180231527704474,0.9650197987792164,0.0272694756912433,False,3.7271883813174256,3.8671899783604515,0.2665310413231539,0.9159561048500859,13.914323395977307,14.473717707422264,0.9649605496556947,4.132659066657042,-0.0010494060366235073
3,1923.40023291111,1000,0.0052999674453101525,0.005398101630789465,0.996728860484023,0.01337996682221327,False,2.411016578404219,2.5925078506779706,0.34825519109219977,0.7975368197270835,9.336744596469652,10.110440818698399,0.2419754155353184,2.6985273617274514,9.813418547931219e-05
4,1814.3333017681725,1000,0.019469180149193695,0.017062701538820415,0.9197840463208906,0.044844375947319874,False,5.424015203249103,5.589778657716324,1.0765717082324602,1.4844143371839886,19.701216139149285,20.13227689722105,1.976996177130534,6.871180014449194,-0.00240647861037328
5,1917.17205452919,1000,0.004835008347282732,0.005054877826301132,0.9926710173660533,0.010897716599077576,False,2.3071239684835407,2.45599209320928,0.39605677103730713,0.8546425682044677,8.975197225149634,9.619627117229843,0.1893182395087489,2.427448216668873,0.00021986947901839974
6,1677.1679378384724,1000,-0.02863837114611764,-0.024621772147435706,0.8661133667106021,0.0633055196052992,False,6.06078287055892,7.474048047739774,4.432113996444589,7.070775536343873,20.288432048707165,22.28509007918601,5.418538497610254,11.63860489555522,0.0040165989986819355
7,1890.0138212442398,1000,0.01098224587150834,0.00999719365859251,0.967164926236139,0.02900484205055104,False,3.65703205540597,3.815907200804474,0.24311495328039076,1.0381358607463989,13.663111486645487,14.303732551401929,0.9323223921842408,4.5775224684296765,-0.0009850522129158292
8,1718.1662464117398,1000,-0.0251239429643998,-0.021633591238783622,0.8836549424794607,0.058351329896874485,False,5.327835629134224,6.363949816731537,3.992925725792997,6.036951168344687,17.88771354718756,19.20399342649338,4.910780127642986,9.971305492208792,0.0034903517256161774
9,1775.620201067999,1000,-0.019873714813472415,-0.017164107764123,0.9096797650216861,0.05017589793035158,False,4.221943435951329,4.856284708604996,3.3703125464286896,4.698026513392886,14.186105821523297,14.885346532418364,4.1788817541141405,8.028901667196346,0.002709607049349416
10,1777.3087012320757,1000,0.023951757996490547,0.02094202504490504,0.8996755682804831,0.05105039856967495,False,6.357484472509322,6.836547047265491,1.5259587724547297,2.0516922003864835,22.873098888582547,24.130757250061265,2.516074625134629,7.73598920567313,-0.003009732951585506
11,1885.279490828514,1000,0.00952797832332302,0.008704054960373022,0.9725358879016667,0.024797038468324345,False,3.2498021821587635,3.4725447896565425,0.08900470432035104,0.9252949378490858,12.188872917936243,13.104371334246355,0.696994811964514,4.002569195428028,-0.0008239233629499989
12,1898.8581903278828,1000,0.009754504247656164,0.009012918893360785,0.975280488190154,0.023556180513142927,False,3.3646855105551663,3.5476633416320245,0.12010034775742798,0.8193573206224976,12.63116147783436,13.393568381343808,0.7587737135325692,3.8178846421996693,-0.000741585354295379
13,1926.484867990017,1000,0.0055249764786582944,0.005484422130990634,0.9986481884110779,0.015912087005958146,False,2.4526517879980583,2.615007274446985,0.326209051526103,0.759317902948201,9.476171625393341,10.174040915107517,0.2583466991970488,3.051941203660077,-4.055434766766022e-05
14,-177.38086884003133,47,0.029763726073789444,0.0370132536446208,0.7583490809722883,0.06199758092798075,True,4.762360396801196,8.286007317874265,1.7841067034159586,3.161563595934465,16.24385661438603,27.208326473721012,5.139782660889315,9.849361920938138,0.007249527570831353
15,1859.5057400409132,1000,0.014606476555574614,0.0130691496247557,0.9487557689727029,0.03378559544234628,False,4.417854875775751,4.567859000386825,0.5933505147946073,1.1050559724605806,16.273643828706067,16.868654445668287,1.357885636374514,4.9388510260865885,-0.0015373269308189136
16,1848.8304395601153,1000,0.01587355002718604,0.014046578434359747,0.9391009469057903,0.038023558005112944,False,4.670536347899971,4.801176054400721,0.7179443304339118,1.2303384774919308,17.129269838493183,17.643619986055242,1.5201982343141738,5.752124489309598,-0.0018269715928262917
17,1830.4404280176386,1000,0.01778763476117034,0.01563611093371816,0.9282825390849274,0.0415131563889926,False,5.0682833706392945,5.208724000277709,0.9090093329245417,1.4427558827856715,18.483584308405415,18.940859445009306,1.7680903859836943,6.456245381859949,-0.0021515238274521786
18,1864.5390039421618,1000,0.013841400053969784,0.012301256372929165,0.948661877298646,0.035747951589705965,False,4.266889589047202,4.415689147499569,0.5248077894456735,1.2826750465984287,15.760855923864174,16.35480343707285,1.3152028042205914,5.873831711839285,-0.0015401436810406188
19,1875.6593139767647,1000,0.0016306232429255108,0.0023283719806789175,0.9767417087415531,0.007289748985904256,False,1.5987318093935146,1.7815258168651062,0.7346758774881252,1.145153992920257,6.52808470404783,7.284408221476749,0.3421941806237068,1.768286142470827,0.0006977487377534067
20,1873.3616315945983,1000,0.012912698021809096,0.01165476535067245,0.9580689109621118,0.0332010447544657,False,4.077621165541885,4.218364440135306,0.4321091051112257,1.1210868883368685,15.116561839039012,15.676419975818394,1.1822535451196465,5.129328567388739,-0.001257932671136646
