episode,total_reward,steps,target_y,final_com_y,final_h,failed,final_error
1,1945.932607382536,1000,0.016567446550774065,0.015405175235726211,0.9752708230840882,False,-0.0011622713150478536
2,1989.9436559081078,1000,0.004048170744430785,0.0026114498030386283,0.9694314693320818,False,-0.0014367209413921563
3,1942.762593254447,1000,-0.01876368905769439,-0.02105064301059984,0.9513414052573308,False,-0.0022869539529054503
4,1923.2143271979876,1000,0.028026668221867126,0.027121998883397027,0.9807517162027638,False,-0.0009046693384700995
5,1925.73411999573,1000,0.02572312614587126,0.02476242846236224,0.9795596237551273,False,-0.0009606976835090202
6,1955.4616003632545,1000,0.011567907624774498,0.01030055875365136,0.9730351304016354,False,-0.0012673488711231386
7,1998.9581909775734,1000,-0.001016491123762675,-0.0025860516444411994,0.9666050953047123,False,-0.0015695605206785244
8,1992.2242814302444,1000,0.003881237620671364,0.0024404443251004777,0.9693448234984918,False,-0.0014407932955708865
9,1937.4143939316273,1000,-0.020816807685588135,-0.023222608176581363,0.9488127555107824,False,-0.0024058004909932283
10,1970.9876319169998,1000,-0.005790294351102558,-0.007507625006791694,0.9634610498789545,False,-0.0017173306556891362
11,1944.3325130939484,1000,0.016028988507480524,0.014855425339742791,0.9750305708991972,False,-0.0011735631677377324
12,2000.0,1000,-0.0007751645577800323,-0.0023379003217077862,0.9667503028951542,False,-0.001562735763927754
13,1939.3958239108324,1000,0.018701996261006923,0.017584781998513734,0.9762294837767407,False,-0.0011172142624931887
14,1934.0394808147103,1000,-0.022880507428855657,-0.02541492985688471,0.9460761185525733,False,-0.002534422428029051
15,1929.7152311354876,1000,0.02472663986792671,0.023742569053706336,0.9790623231016942,False,-0.0009840708142203752
16,1937.57432192564,1000,0.019394478533310347,0.018292035588734306,0.97654376713668,False,-0.001102442944576041
17,1910.480568088591,1000,-0.03763517865304214,-0.04138400880133704,0.9202376564192575,False,-0.003748830148294899
18,1960.8249326944351,1000,-0.009569156481837371,-0.011423866987932456,0.9605380743384024,False,-0.001854710506095085
19,1947.5826116502285,1000,-0.016173096854989858,-0.018322433646377253,0.9542694299704809,False,-0.002149336791387395
20,1958.3203908205032,1000,0.011514122052932306,0.010245629069242345,0.9730107875810646,False,-0.0012684929836899606
