episode,total_reward,steps,target_x,final_com_x,final_h,failed,final_error
1,-16.359471499104984,1000,-0.09448817735138633,-0.014948663979771138,0.8409209732567696,False,0.07953951337161519
2,-8.562251190116513,1000,0.031486602975118516,-0.05158708194485263,0.8338526301600577,False,-0.08307368491997114
3,-51.21809226385085,1000,-0.07726559601571932,-0.019946406659933826,0.885361621288429,False,0.05731918935578549
4,-94.98085167631507,1000,0.00878828015269964,-0.044757041995183246,0.8929093557042342,False,-0.053545322147882886
5,-14.013604932581075,1000,0.09983522301301428,-0.07096893796679694,0.6583916780403776,False,-0.17080416097981121
6,-42.68511067086365,1000,-0.075405525022562,-0.020538092477224643,0.8902651349093254,False,0.05486743254533735
7,-78.68961149035022,1000,-0.006413009431255848,-0.04048447916791566,0.9318570605266804,False,-0.03407146973665981
8,-28.851841331459582,1000,-0.004206909167456613,-0.041590417515944424,0.9252329833030244,False,-0.03738350834848781
9,-44.492385810939595,1000,-0.012550399974098264,-0.03926932232494195,0.9465621552983127,False,-0.026718922350843687
10,-47.50307039121981,1000,0.09138520069067324,-0.06825559549353966,0.6807184076315742,False,-0.1596407961842129
11,-111.64316529571079,1000,0.02437671855927656,-0.049103367938959745,0.8530398270035273,False,-0.07348008649823631
12,-114.18622358259745,1000,0.07162609781678178,-0.06238714328856966,0.7319735177892971,False,-0.13401324110535145
13,-122.72317638294771,1000,0.09696069504751109,-0.06942979973421672,0.6672190104365444,False,-0.1663904947817278
14,-36.43307904849644,1000,0.014491787636529405,-0.04663630490851665,0.8777438149099079,False,-0.06112809254504605
15,-53.652235220972216,1000,0.09518757747803505,-0.06928664450328838,0.6710515560373531,False,-0.16447422198132344
16,-23.907382821664214,1000,0.06048419257318083,-0.05994315858422,0.7591452976851983,False,-0.12042735115740083
17,-46.74718884751201,1000,-0.09694206868065769,-0.014079610128883849,0.8342750828964524,False,0.08286245855177383
18,-16.71671024578245,1000,-0.07551960203042861,-0.020615777194191547,0.8901923503275259,False,0.05490382483623706
19,-26.64075180902728,1000,0.08326994587782993,-0.06608570277160998,0.7012887027011202,False,-0.1493556486494399
20,-60.60288380034035,1000,-0.010262307947376259,-0.03945689203043364,0.9416108318338853,False,-0.029194584083057383
