episode,total_reward,steps,target_x,final_com_x,final_h,failed,final_error
1,1775.0270056724548,1000,-0.09448817735138633,-0.09490821199709983,0.999159930708573,False,-0.00042003464571349625
2,1803.153098642826,1000,0.031486602975118516,0.03129199689936185,0.9996107878484867,False,-0.00019460607575666478
3,1761.394700229168,1000,-0.07726559601571932,-0.07782516258604526,0.9988808668593481,False,-0.0005595665703259367
4,1806.8194167613983,1000,0.00878828015269964,0.007900316788528657,0.9982240732716581,False,-0.0008879633641709836
5,1713.439130693674,1000,0.09983522301301428,0.09812331584612445,0.9965761856662203,False,-0.001711907166889834
6,1771.0172029137611,1000,-0.075405525022562,-0.07559097363869582,0.9996291027677323,False,-0.00018544861613382924
7,1791.0788390636444,1000,-0.006413009431255848,-0.007372535942790048,0.9980809469769316,False,-0.0009595265115342
8,1795.0447724461555,1000,-0.004206909167456613,-0.005653779213586862,0.9971062599077395,False,-0.0014468700461302492
9,1800.476213335991,1000,-0.012550399974098264,-0.013841056266539796,0.997418687415117,False,-0.0012906562924415322
10,1759.860238313675,1000,0.09138520069067324,0.09016805219047781,0.9975657029996091,False,-0.001217148500195428
11,1800.5704764127731,1000,0.02437671855927656,0.02298091901337884,0.9972084009082045,False,-0.0013957995458977225
12,1913.2740384936333,1000,0.07162609781678178,0.07009310651740312,0.9969340174012427,False,-0.0015329912993786582
13,1843.295198738575,1000,0.09696069504751109,0.09532270429182758,0.996724018488633,False,-0.0016379907556835077
14,1858.058537364006,1000,0.014491787636529405,0.013650209576724479,0.9983168438803901,False,-0.0008415780598049257
15,1779.5774115920067,1000,0.09518757747803505,0.09359980887807988,0.9968244628000896,False,-0.0015877685999551722
16,1742.049820035696,1000,0.06048419257318083,0.059480643787632244,0.9979929024289028,False,-0.0010035487855485845
17,1760.8006378114223,1000,-0.09694206868065769,-0.09739872385537492,0.9990866896505656,False,-0.00045665517471722705
18,1780.9136543869972,1000,-0.07551960203042861,-0.07598028183461877,0.9990786403916196,False,-0.0004606798041901644
19,1767.3363970816135,1000,0.08326994587782993,0.08206363220703723,0.9975873726584146,False,-0.0012063136707926997
20,1788.4251921772957,1000,-0.010262307947376259,-0.01132803303138645,0.9978685498319796,False,-0.0010657250840101912
