time/iterations,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,time/total_timesteps,time/time_elapsed,train/n_updates,train/clip_range,train/clip_fraction,train/std,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/loss,train/explained_variance,train/policy_gradient_loss
269,482.3,734.7931782600001,1662,1101824,662,2680,0.2,0.1358642578125,1.0114896297454834,0.0113697555,-5.703412109613419,0.0003,0.371923738066107,0.13673999905586243,0.6275757849216461,-0.005755005619721487
270,471.26,714.9590568499999,1663,1105920,664,2690,0.2,0.088330078125,1.013444423675537,0.0073182536,-5.709828925132752,0.0003,0.39281676467508075,0.05969701707363129,0.6109694242477417,-0.004233649824163877
271,477.91,731.6659485900001,1665,1110016,666,2700,0.2,0.131298828125,1.0111688375473022,0.010596691,-5.709024250507355,0.0003,0.6325126025825739,0.1737758368253708,0.5468271970748901,-0.005948853367590346
272,502.56,786.39770412,1669,1114112,667,2710,0.2,0.0967529296875,1.0113023519515991,0.011343667,-5.701524341106415,0.0003,0.36937880516052246,0.06272304058074951,0.4828181266784668,-0.003866341308457777
273,522.86,826.9939068200001,1672,1118208,668,2720,0.2,0.116015625,1.01387357711792,0.007889063,-5.708543419837952,0.0003,0.49478947520256045,0.23493996262550354,0.5208501219749451,-0.006485043722204864
274,522.81,827.1576793400002,1675,1122304,669,2730,0.2,0.0927490234375,1.0162205696105957,0.008556173,-5.719320857524872,0.0003,0.36955020679160955,0.09046562016010284,0.5233778357505798,-0.0037474399898201225
275,547.88,882.0406293300001,1678,1126400,670,2740,0.2,0.116162109375,1.0148690938949585,0.009541003,-5.722754824161529,0.0003,0.48572941068559883,0.13162332773208618,0.3524128794670105,-0.005115737905725837
276,557.2,900.6550294099999,1682,1130496,671,2750,0.2,0.11142578125,1.0100469589233398,0.0092726955,-5.710858601331711,0.0003,0.47512938771396873,0.26603955030441284,0.5445238351821899,-0.0047817265090998266
277,575.33,938.40396497,1685,1134592,672,2760,0.2,0.1056884765625,1.0086331367492676,0.008417577,-5.6968800008296965,0.0003,0.40562262795865534,0.09389756619930267,0.46160781383514404,-0.004195826391514857
278,572.14,935.49771309,1689,1138688,673,2770,0.2,0.086572265625,1.0095926523208618,0.0056806575,-5.6952615737915036,0.0003,0.6478465529158711,0.1932450234889984,0.3393328785896301,-0.0037074830586789178
279,589.54,971.8623585900001,1693,1142784,674,2780,0.2,0.1155517578125,1.0042588710784912,0.010685277,-5.690847229957581,0.0003,0.38492028759792446,0.14745743572711945,0.6316503584384918,-0.005591083667241037
280,572.74,935.7330831800001,1696,1146880,675,2790,0.2,0.1087646484375,0.9990336894989014,0.010462683,-5.668750500679016,0.0003,0.48755366504192355,0.14247345924377441,0.4759073853492737,-0.0060784742527175695
281,553.72,896.6529116100002,1700,1150976,676,2800,0.2,0.087744140625,0.9968173503875732,0.0067618852,-5.653881299495697,0.0003,0.49941962994635103,0.17842115461826324,0.727041482925415,-0.004588139217230491
282,598.33,989.5361886100001,1703,1155072,678,2810,0.2,0.1367919921875,0.9965038299560547,0.009808304,-5.648206049203873,0.0003,0.13012297314126045,-0.012879729270935059,0.7539825737476349,-0.007341414273832924
283,582.43,952.7920911800002,1706,1159168,679,2820,0.2,0.088427734375,0.9956439733505249,0.008296302,-5.646222651004791,0.0003,0.6112714156508445,0.14480900764465332,0.411052942276001,-0.004588987845636439
284,590.49,970.2098732100001,1709,1163264,680,2830,0.2,0.1041748046875,0.9949515461921692,0.009549037,-5.641582435369491,0.0003,0.3333578318823129,0.010316003113985062,0.7047924995422363,-0.004924699058756232
285,608.3,1007.06388511,1711,1167360,682,2840,0.2,0.102783203125,0.9986956715583801,0.008673171,-5.64514547586441,0.0003,0.6719489179551601,0.14301127195358276,0.450311541557312,-0.0041605480248108504
286,627.35,1046.15209403,1712,1171456,683,2850,0.2,0.151025390625,0.9996432065963745,0.013164154,-5.656208801269531,0.0003,0.36540336199104784,0.07211033999919891,0.1889140009880066,-0.005809570514247753
287,646.37,1084.93725146,1714,1175552,685,2860,0.2,0.1132080078125,1.0042881965637207,0.008167448,-5.666623377799988,0.0003,0.5966902941465377,0.2412884533405304,0.3217366337776184,-0.004794640382169746
288,655.86,1104.01553608,1717,1179648,686,2870,0.2,0.096240234375,1.0028891563415527,0.0069423667,-5.6735923945903775,0.0003,0.3847228271886706,0.1665031611919403,0.02305471897125244,-0.0037093105260282756
289,653.49,1101.25555114,1719,1183744,688,2880,0.2,0.0973876953125,1.0007333755493164,0.008884262,-5.66368470788002,0.0003,0.6191916830837727,0.23619869351387024,0.18956834077835083,-0.004332999317557551
290,645.81,1083.94284617,1721,1187840,689,2890,0.2,0.1394775390625,0.997134268283844,0.009914797,-5.653520280122757,0.0003,0.36557593420147894,0.17085032165050507,0.5241554081439972,-0.00440903608687222
291,655.33,1104.28772019,1724,1191936,691,2900,0.2,0.096630859375,0.9893832206726074,0.0072437488,-5.631411284208298,0.0003,0.616118136420846,0.2236233949661255,0.48962682485580444,-0.005077925807563588
292,645.9,1085.49849497,1727,1196032,692,2910,0.2,0.1129150390625,0.9831792116165161,0.008303352,-5.601944553852081,0.0003,0.24829056076705455,0.08507715165615082,0.20676440000534058,-0.0038798190536908804
293,636.34,1066.36358369,1730,1200128,693,2920,0.2,0.1007080078125,0.9811475276947021,0.008953899,-5.584855073690415,0.0003,0.7184343747794628,0.22869044542312622,0.4421197772026062,-0.004420133659732528
294,651.18,1102.04770057,1733,1204224,694,2930,0.2,0.1346435546875,0.9813257455825806,0.012048991,-5.58230031132698,0.0003,0.23896403713151812,0.10303077846765518,0.5692033469676971,-0.0045429029545630325
295,649.95,1101.0336574100002,1735,1208320,696,2940,0.2,0.1064208984375,0.9826779365539551,0.009803701,-5.585377448797226,0.0003,0.7575943939387798,0.241326242685318,0.45585137605667114,-0.005282425438053906
296,677.05,1157.2232152200002,1735,1212416,698,2950,0.2,0.1330322265625,0.984699010848999,0.010742724,-5.592594516277313,0.0003,0.12638606145628728,-0.007527034729719162,0.5611921548843384,-0.0035377610300201924
297,676.7,1156.3671026700001,1737,1216512,700,2960,0.2,0.09677734375,0.984966516494751,0.008208147,-5.597110188007354,0.0003,0.8201868865638972,0.37338292598724365,0.4781683087348938,-0.004774795088451356
298,680.47,1159.92129479,1739,1220608,701,2970,0.2,0.1228271484375,0.9818815588951111,0.010334136,-5.593780082464218,0.0003,0.1253190966323018,-0.02410949021577835,0.7444607317447662,-0.006361403269693255
299,690.02,1179.1734492399999,1739,1224704,704,2980,0.2,0.1083251953125,0.9807459712028503,0.010659341,-5.582547879219055,0.0003,0.7431636463850737,0.28866928815841675,0.5297482311725616,-0.005059524456737563
300,687.13,1177.28412174,1741,1228800,705,2990,0.2,0.070849609375,0.9738858938217163,0.0076192557,-5.567312604188919,0.0003,0.23058544700033962,0.042407795786857605,0.37843871116638184,-0.004009870618756395
301,696.58,1195.38286275,1743,1232896,706,3000,0.2,0.1152587890625,0.9755973815917969,0.008722175,-5.554124909639358,0.0003,0.7066128201782703,0.2557617127895355,0.5792937278747559,-0.0050296141678700225
302,688.4,1176.24900565,1745,1236992,708,3010,0.2,0.0879150390625,0.9774583578109741,0.007302389,-5.561290395259857,0.0003,0.30420676679350434,0.10525535047054291,0.5372054874897003,-0.002794991369592026
303,688.4,1176.1091691899999,1747,1241088,710,3020,0.2,0.11982421875,0.9762330055236816,0.009628109,-5.563476288318634,0.0003,0.696996795758605,0.29589682817459106,0.47750943899154663,-0.007014371672994457
304,664.33,1122.54232802,1749,1245184,711,3030,0.2,0.1255126953125,0.9737959504127502,0.011085277,-5.554745441675186,0.0003,0.058182617076090536,-0.06091424822807312,0.2105025053024292,-0.006432901785592549
305,654.95,1103.0303640200002,1752,1249280,713,3040,0.2,0.1177734375,0.9772557616233826,0.009734778,-5.553688180446625,0.0003,0.9100645571947098,0.3017582595348358,0.5258957147598267,-0.0063565999473212285
306,683.12,1160.1625337699998,1754,1253376,714,3050,0.2,0.0886474609375,0.9738216996192932,0.007343687,-5.556110733747483,0.0003,0.009399950806982815,-0.05708225071430206,0.9265013486146927,-0.008124917693203315
307,675.05,1142.1888463899998,1756,1257472,715,3060,0.2,0.0791259765625,0.9729197025299072,0.008954201,-5.544846719503402,0.0003,0.9158111810684204,0.40841156244277954,0.2486698031425476,-0.0034401224722387267
308,675.21,1141.78585914,1758,1261568,717,3070,0.2,0.0697509765625,0.970806360244751,0.0062127593,-5.537923836708069,0.0003,0.005310756544349715,-0.0648319274187088,0.9842054452747107,-0.00645478474907577
309,657.6,1104.8568093599997,1761,1265664,718,3080,0.2,0.0661376953125,0.9682227373123169,0.00581514,-5.528290539979935,0.0003,0.798444402217865,0.38823214173316956,0.5463170409202576,-0.002779047212970909
310,675.33,1142.37602585,1763,1269760,719,3090,0.2,0.1076904296875,0.9644438028335571,0.007518448,-5.518395113945007,0.0003,0.1277624148176983,0.004540272057056427,0.6975096464157104,-0.004096746392315253
311,676.17,1142.9467665700001,1766,1273856,721,3100,0.2,0.1253173828125,0.9686834216117859,0.008152267,-5.515414124727249,0.0003,0.5829555649310351,0.3012782633304596,0.3301416039466858,-0.004223871245631017
312,688.02,1163.99487364,1769,1277952,722,3110,0.2,0.1109619140625,0.9677008390426636,0.00858793,-5.523935610055924,0.0003,0.31009578187949954,0.18087667226791382,0.5540781319141388,-0.003836948252865113
313,697.6,1183.0848192400001,1770,1282048,724,3120,0.2,0.0787841796875,0.9692269563674927,0.006492166,-5.522554230690003,0.0003,0.644583567045629,0.3183768689632416,0.43542295694351196,-0.0013540069514419884
314,693.06,1168.89901925,1772,1286144,725,3130,0.2,0.1157470703125,0.9685314893722534,0.011382947,-5.524852222204208,0.0003,0.36666205152869225,0.09273074567317963,0.34951603412628174,-0.003518313603126444
315,693.41,1169.1798838,1775,1290240,726,3140,0.2,0.1130859375,0.9689990282058716,0.007971665,-5.526668763160705,0.0003,0.40060117924585936,0.05223710089921951,0.4759010672569275,-0.005667288237600587
316,711.01,1205.9816376300003,1776,1294336,728,3150,0.2,0.15791015625,0.9665086269378662,0.013746462,-5.522738760709762,0.0003,0.41714329868555067,0.21602383255958557,0.3800445795059204,-0.0043212012242292985
317,723.86,1226.7800801399999,1777,1298432,730,3160,0.2,0.095751953125,0.9678156971931458,0.0070023043,-5.51924267411232,0.0003,0.618482300452888,0.28726649284362793,0.2572505474090576,-0.0022587171930354088
318,733.54,1245.64998968,1778,1302528,732,3170,0.2,0.1107421875,0.9676482677459717,0.00834376,-5.523531419038773,0.0003,0.3440172585658729,-0.009163882583379745,0.5582158267498016,-0.003767716698348522
319,735.76,1248.98769176,1780,1306624,733,3180,0.2,0.0993896484375,0.9664936065673828,0.008857138,-5.520598006248474,0.0003,0.5839791312813759,0.17284061014652252,0.30860644578933716,-0.0029199602198787034
320,727.39,1230.85904591,1781,1310720,735,3190,0.2,0.1107177734375,0.9613310098648071,0.010051476,-5.5069245338439945,0.0003,0.378786164522171,0.10738609731197357,0.2869330644607544,-0.006538025505142287
321,700.85,1175.04861808,1783,1314816,737,3200,0.2,0.096435546875,0.9588100910186768,0.009505476,-5.488711553812027,0.0003,0.5461436212062836,0.17025315761566162,0.5708107650279999,-0.004976547794649377
322,708.8,1191.23071239,1785,1318912,738,3210,0.2,0.1033935546875,0.9588344693183899,0.009405961,-5.483909928798676,0.0003,0.3283830444328487,0.15268467366695404,0.7501704394817352,-0.005093270188081078
323,708.94,1190.94316208,1788,1323008,739,3220,0.2,0.1218017578125,0.9610198736190796,0.01212664,-5.486580431461334,0.0003,0.5153185974806547,0.10539466142654419,0.582562267780304,-0.005356043673236855
324,707.17,1187.89151154,1791,1327104,740,3230,0.2,0.12314453125,0.9613936543464661,0.007216773,-5.492793810367584,0.0003,0.2270547511521727,0.06680440902709961,0.5137963593006134,-0.005020035442430526
325,697.79,1168.40510672,1794,1331200,741,3240,0.2,0.117236328125,0.9585040211677551,0.009789192,-5.485813999176026,0.0003,0.7287897266447544,0.2589016258716583,0.18834155797958374,-0.006316509703174234
326,724.82,1224.8186330600001,1798,1335296,742,3250,0.2,0.153759765625,0.9571020603179932,0.011025375,-5.477905911207199,0.0003,0.23948905067518353,0.09284662455320358,0.5344428420066833,-0.004413876077160239
327,724.1,1224.04255738,1799,1339392,744,3260,0.2,0.11083984375,0.9583788514137268,0.011665805,-5.47565478682518,0.0003,0.6073205787688494,0.21585801243782043,0.3324419856071472,-0.005202638887567446
328,716.5,1206.7558971,1800,1343488,746,3270,0.2,0.1068359375,0.9611765742301941,0.009859537,-5.483106535673142,0.0003,0.41992391077801583,0.14271575212478638,0.3540046811103821,-0.0033890552091179415
329,725.33,1226.0705286399998,1803,1347584,747,3280,0.2,0.09580078125,0.9634155035018921,0.007609291,-5.495441222190857,0.0003,0.5676173433661461,0.25719398260116577,0.6112419664859772,-0.004027358331950381
330,732.5,1242.76902256,1806,1351680,748,3290,0.2,0.1395263671875,0.9600898027420044,0.010425914,-5.492160731554032,0.0003,0.23482303614728153,-0.006840035319328308,0.11813157796859741,-0.004518296651076526
331,733.9,1254.8444593800002,1808,1355776,749,3300,0.2,0.1433837890625,0.9593828916549683,0.0098711355,-5.482774221897126,0.0003,0.6368950022384524,0.36068516969680786,0.3165642023086548,-0.005857358922366984
332,732.86,1253.69077472,1811,1359872,750,3310,0.2,0.1337890625,0.9613789319992065,0.011431005,-5.484852796792984,0.0003,0.3734620038419962,0.161060631275177,0.36456477642059326,-0.003932460676878691
333,741.0,1271.73818438,1813,1363968,752,3320,0.2,0.1212890625,0.962712287902832,0.009637796,-5.491251939535141,0.0003,0.5924524500966072,0.2821705639362335,0.3836798071861267,-0.004009835002943873
334,736.27,1256.7937787199999,1816,1368064,753,3330,0.2,0.12998046875,0.9665449261665344,0.009174881,-5.500158506631851,0.0003,0.33651691442355514,0.040380239486694336,0.12099146842956543,-0.004128630057675764
335,735.69,1256.55749618,1817,1372160,755,3340,0.2,0.138037109375,0.9726805686950684,0.011675119,-5.5213138401508335,0.0003,0.6143397834151983,0.20466575026512146,0.37500953674316406,-0.005677470925729722
336,745.05,1276.149563,1818,1376256,756,3350,0.2,0.1158203125,0.9680988788604736,0.009637503,-5.527511930465698,0.0003,0.4225141452625394,0.20716844499111176,0.2160344123840332,-0.006948577030561865
337,752.26,1294.33579397,1820,1380352,758,3360,0.2,0.11767578125,0.9702965021133423,0.009612331,-5.521667838096619,0.0003,0.46642758753150704,0.19619977474212646,0.09244000911712646,-0.006667506165103987
338,754.22,1295.8603143999999,1821,1384448,759,3370,0.2,0.1316162109375,0.9686100482940674,0.012979793,-5.524798333644867,0.0003,0.47581878788769244,0.08248686790466309,0.11432641744613647,-0.003782940021483228
339,761.83,1313.01858542,1823,1388544,761,3380,0.2,0.100341796875,0.9730832576751709,0.0077895215,-5.530292910337448,0.0003,0.49354941174387934,0.2610803246498108,0.38303667306900024,-0.0031852906278800218
340,771.54,1332.1323294400001,1826,1392640,762,3390,0.2,0.1381103515625,0.9716402888298035,0.0100864675,-5.537247371673584,0.0003,0.3277362149208784,0.21337920427322388,0.5648515522480011,-0.005571592788328417
341,772.57,1332.5968159200002,1829,1396736,763,3400,0.2,0.1070556640625,0.9713430404663086,0.008409109,-5.530508995056152,0.0003,0.49383101649582384,0.1563868224620819,0.5491916835308075,-0.004373507780837826
342,791.71,1372.2978216200001,1832,1400832,764,3410,0.2,0.087158203125,0.968167245388031,0.005488679,-5.5253372371196745,0.0003,0.3650436086580157,0.09651105850934982,0.5664132237434387,-0.0034953769121784718
343,785.49,1355.2870921799997,1835,1404928,765,3420,0.2,0.09912109375,0.9712491035461426,0.0051313546,-5.522456419467926,0.0003,0.48100529462099073,0.22343356907367706,0.08903616666793823,-0.004182835755636915
344,795.33,1376.5983516800002,1838,1409024,766,3430,0.2,0.165478515625,0.9719257950782776,0.012051681,-5.532032263278961,0.0003,0.495366207882762,0.11398718506097794,0.03881275653839111,-0.006528872228227556
345,788.84,1358.9890839299999,1839,1413120,768,3440,0.2,0.131787109375,0.9730483293533325,0.008575143,-5.53267879486084,0.0003,0.34221404884010553,-0.01177065446972847,0.06748300790786743,-0.003919181114179082
346,794.07,1362.4308562600004,1842,1417216,769,3450,0.2,0.1156982421875,0.9707837104797363,0.0075295996,-5.530343699455261,0.0003,0.5609578980132938,0.3998678922653198,0.6254887580871582,-0.0026393716034363024
347,786.12,1343.7492539500004,1845,1421312,770,3460,0.2,0.1304931640625,0.9718968868255615,0.008645806,-5.525482046604156,0.0003,0.5284185089170933,0.31169062852859497,0.45755690336227417,-0.004288205968623515
348,766.49,1303.4029005999998,1847,1425408,771,3470,0.2,0.08818359375,0.9732508659362793,0.0066224257,-5.531200551986695,0.0003,0.47222375571727754,0.035625606775283813,0.6013558208942413,-0.002737712606904097
349,756.67,1282.68771809,1850,1429504,772,3480,0.2,0.0801513671875,0.9729406833648682,0.00683677,-5.530042243003845,0.0003,0.38833879148587586,0.11226329952478409,0.6944622993469238,-0.004184871431789361
350,749.48,1265.6396933199999,1853,1433600,773,3490,0.2,0.1140380859375,0.9696991443634033,0.008725267,-5.5222843289375305,0.0003,0.661314332485199,0.3036886751651764,0.1707107424736023,-0.006816566272755153
351,749.87,1264.03708375,1856,1437696,774,3500,0.2,0.1479736328125,0.9657975435256958,0.010941742,-5.508314329385757,0.0003,0.3616439148783684,0.10224844515323639,0.6601090133190155,-0.007526205392787233
352,749.87,1264.2261521799999,1859,1441792,775,3510,0.2,0.0993408203125,0.9637157917022705,0.009798553,-5.4952120125293735,0.0003,0.6343001464381814,0.21794265508651733,0.3832862377166748,-0.003596418513916433
353,761.58,1295.1088870199999,1862,1445888,776,3520,0.2,0.117236328125,0.9640648365020752,0.008623303,-5.491952830553055,0.0003,0.24021065244451165,0.009345293045043945,0.05844604969024658,-0.005317563467542641
354,761.31,1294.08906048,1864,1449984,777,3530,0.2,0.104443359375,0.963408887386322,0.009714463,-5.488503313064575,0.0003,0.7140801979228855,0.24717283248901367,0.32160788774490356,-0.002776764187728986
355,733.02,1234.72879705,1867,1454080,778,3540,0.2,0.1385009765625,0.9625353217124939,0.008008406,-5.482749134302139,0.0003,0.25054956634994596,0.15677885711193085,0.561026394367218,-0.001708776713348925
356,731.19,1232.62111422,1870,1458176,779,3550,0.2,0.1241943359375,0.9619685411453247,0.009227138,-5.477786374092102,0.0003,0.6396313007920981,0.1968068778514862,0.48822033405303955,-0.0061210001702420415
357,737.21,1246.9949611900001,1873,1462272,780,3560,0.2,0.156298828125,0.9607328176498413,0.010075325,-5.473593705892563,0.0003,0.3600144955329597,0.10596590489149094,0.40616512298583984,-0.0035123843234032394
358,746.64,1266.47873371,1876,1466368,781,3570,0.2,0.0640380859375,0.9631891250610352,0.0056014126,-5.475795936584473,0.0003,0.6029326844960451,0.39904293417930603,0.48449838161468506,-0.0033554096444277093
359,746.55,1264.69046282,1878,1470464,782,3580,0.2,0.1078369140625,0.9648212194442749,0.008724332,-5.483758515119552,0.0003,0.3683827015105635,-0.0029477812349796295,0.2301430106163025,-0.003976207067898941
360,746.55,1265.6265587900002,1881,1474560,783,3590,0.2,0.09404296875,0.9616638422012329,0.0077094226,-5.48169070482254,0.0003,0.6105813281610608,0.29587629437446594,0.6179471909999847,-0.0046489721076795835
361,752.77,1281.08225418,1884,1478656,784,3600,0.2,0.1123046875,0.9631068706512451,0.009546295,-5.478751403093338,0.0003,0.23364233621396124,0.0342288538813591,0.12672531604766846,-0.002509243370150216
362,735.87,1244.62304996,1886,1482752,785,3610,0.2,0.085205078125,0.958877682685852,0.008095636,-5.471472281217575,0.0003,0.6842239394783973,0.22757156193256378,0.2996460795402527,-0.003107857785653323
363,731.36,1241.06232914,1889,1486848,786,3620,0.2,0.15693359375,0.9568701982498169,0.009844894,-5.456393951177597,0.0003,0.2453002691268921,0.15279313921928406,0.4834568500518799,-0.0035811072768410666
364,738.27,1257.4826868500002,1892,1490944,787,3630,0.2,0.0938720703125,0.9576389789581299,0.009586932,-5.453800022602081,0.0003,0.44886857317760587,0.1441158503293991,0.5610286295413971,-0.003410330813494511
365,764.49,1313.34177698,1894,1495040,788,3640,0.2,0.119091796875,0.9588316082954407,0.010794433,-5.4577652513980865,0.0003,0.3387990203686059,0.003390822559595108,0.20030421018600464,-0.0042847896576859055
366,759.04,1296.87145567,1897,1499136,789,3650,0.2,0.1134521484375,0.9550954699516296,0.0076364465,-5.454627805948258,0.0003,0.700656383857131,0.3257073163986206,0.2847413420677185,-0.005307567626005039
367,786.61,1353.85135355,1900,1503232,790,3660,0.2,0.140966796875,0.9573915600776672,0.012926146,-5.447154521942139,0.0003,0.2693676027003676,0.0730082243680954,0.2336277961730957,-0.003811056193080731
368,795.39,1371.4785181499997,1903,1507328,791,3670,0.2,0.083984375,0.9590352773666382,0.0072649335,-5.4598048508167265,0.0003,0.5716084152460098,0.33984583616256714,0.07919055223464966,-0.00311583862057887
369,805.21,1390.8916354200003,1906,1511424,792,3680,0.2,0.0933837890625,0.9564257264137268,0.007818036,-5.457190680503845,0.0003,0.3446743003092706,0.03984544426202774,0.007917225360870361,-0.002570133766857907
370,814.17,1409.21102836,1908,1515520,793,3690,0.2,0.143798828125,0.9587470889091492,0.011364393,-5.455524104833603,0.0003,0.5731782587245107,0.27545469999313354,0.016278326511383057,-0.006455492685199715
371,826.21,1431.5536146399995,1911,1519616,795,3700,0.2,0.0940185546875,0.9567044377326965,0.0067691086,-5.457050007581711,0.0003,0.2656873851083219,0.03333045169711113,0.4190351963043213,-0.001856911284266971
372,816.87,1411.9778627999997,1913,1523712,796,3710,0.2,0.138671875,0.9581083059310913,0.012308654,-5.453445041179657,0.0003,0.6008630014955998,0.1499820202589035,0.06861871480941772,-0.006025969429174438
373,817.74,1413.5408620400003,1916,1527808,797,3720,0.2,0.1446044921875,0.9629530310630798,0.009779396,-5.468827933073044,0.0003,0.24309967835433782,0.11219273507595062,0.5512832701206207,-0.005602266616187989
374,817.74,1413.2190811499997,1919,1531904,798,3730,0.2,0.1098388671875,0.9672820568084717,0.009514093,-5.491183048486709,0.0003,0.7061910588294268,0.384279727935791,0.4024862051010132,-0.004484342926298268
375,828.47,1432.9165165699999,1921,1536000,799,3740,0.2,0.092822265625,0.9648456573486328,0.0064013526,-5.496016246080399,0.0003,0.2580063790548593,-0.03374027460813522,0.12772929668426514,-0.00424730360682588
376,837.83,1453.03512089,1924,1540096,800,3750,0.2,0.1117431640625,0.9611762762069702,0.0076396065,-5.481853932142258,0.0003,0.716577946767211,0.21468988060951233,0.4321798086166382,-0.006089876347687095
377,838.84,1455.2683934400004,1927,1544192,801,3760,0.2,0.1366943359375,0.9646833539009094,0.0085472455,-5.478150475025177,0.0003,0.3544524388387799,0.11057063192129135,0.025710582733154297,-0.006521721961325966
378,823.0,1420.2594187700001,1929,1548288,802,3770,0.2,0.1298583984375,0.9620543718338013,0.010236385,-5.477683228254318,0.0003,0.6353188402950763,0.2686830461025238,0.3670329451560974,-0.0034923141822218893
379,813.12,1400.22871334,1932,1552384,803,3780,0.2,0.125390625,0.9626682996749878,0.0096761845,-5.471314811706543,0.0003,0.3744394138455391,0.1108575165271759,0.6063857674598694,-0.005918358339113183
380,830.25,1437.2412162100002,1934,1556480,804,3790,0.2,0.103857421875,0.9625034332275391,0.008114265,-5.470263189077377,0.0003,0.3531464067287743,0.005689021199941635,0.6587387323379517,-0.005497378463041968
381,811.65,1398.0896127600001,1936,1560576,805,3800,0.2,0.1164306640625,0.9639228582382202,0.009794239,-5.469478422403336,0.0003,0.3626002915203571,0.29944565892219543,0.1494244933128357,-0.005386536128935404
382,828.55,1434.17350105,1938,1564672,806,3810,0.2,0.1190673828125,0.9618395566940308,0.0102664605,-5.467082017660141,0.0003,0.5999030396342278,0.14021968841552734,0.47391456365585327,-0.0038105102168628944
383,829.56,1435.3169294699996,1941,1568768,808,3820,0.2,0.1207763671875,0.9587855935096741,0.008633437,-5.455638992786407,0.0003,0.35682882713153957,0.11348064243793488,0.06355893611907959,-0.005398902200977318
384,848.5,1472.68799452,1944,1572864,809,3830,0.2,0.125146484375,0.9516441822052002,0.009707766,-5.437175542116165,0.0003,0.5040175875648856,0.09958475083112717,0.4467807412147522,-0.005605078482767567
385,857.65,1490.9608038799997,1946,1576960,809,3840,0.2,0.09951171875,0.9538410902023315,0.010977187,-5.428536999225616,0.0003,0.36555774034932254,0.052233077585697174,-0.050466299057006836,-0.0034181753057055176
386,849.72,1473.5914036800002,1949,1581056,810,3850,0.2,0.1280517578125,0.9562391042709351,0.009250008,-5.439697962999344,0.0003,0.5686259100213646,0.1532973349094391,0.08026832342147827,-0.004444955635699443
387,855.17,1489.7553944,1949,1585152,813,3860,0.2,0.10791015625,0.9607688188552856,0.01100428,-5.450753080844879,0.0003,0.35785520253702996,0.2608468532562256,0.46588510274887085,-0.003315988215035759
388,855.17,1489.21896536,1949,1589248,815,3870,0.2,0.1424560546875,0.9671007394790649,0.01044324,-5.475328177213669,0.0003,0.48079771623015405,0.22582359611988068,0.0015599727630615234,-0.006144237591070123
389,837.47,1453.8609313900001,1951,1593344,816,3880,0.2,0.1336181640625,0.9673887491226196,0.008919088,-5.489495575428009,0.0003,0.4744317434728146,0.06641492247581482,0.03151124715805054,-0.0045289012021385135
390,835.61,1453.1425345499997,1953,1597440,817,3890,0.2,0.093115234375,0.9662262201309204,0.008327506,-5.488309133052826,0.0003,0.47597099747508764,0.1950623095035553,0.5191053748130798,-0.0030718386580701916
391,823.87,1432.0261980699997,1953,1601536,819,3900,0.2,0.1197265625,0.9641926884651184,0.009303826,-5.481973552703858,0.0003,0.47075973600149157,0.20317190885543823,0.31966495513916016,-0.004460125364130363
392,808.35,1396.6627036700002,1953,1605632,821,3910,0.2,0.098388671875,0.961800754070282,0.008376343,-5.471477490663529,0.0003,0.480767660215497,0.1863786280155182,0.5437486171722412,-0.004112062964122742
393,807.58,1395.4799034999999,1954,1609728,823,3920,0.2,0.128662109375,0.9683201313018799,0.011147096,-5.476634991168976,0.0003,0.48763076178729536,0.26713722944259644,0.5563521087169647,-0.00573557193565648
394,798.13,1375.9432193999996,1954,1613824,825,3930,0.2,0.0963623046875,0.9707313776016235,0.007067598,-5.497100156545639,0.0003,0.48963358607143165,0.09710703790187836,0.04142606258392334,-0.004038401717843953
395,797.85,1376.2037256699998,1955,1617920,827,3940,0.2,0.0903076171875,0.9729511737823486,0.005311078,-5.5045460104942325,0.0003,0.38343183379620316,0.14134404063224792,0.2329280972480774,-0.002858801919501275
396,780.41,1339.43815865,1957,1622016,828,3950,0.2,0.1075439453125,0.9729117155075073,0.007712911,-5.511992484331131,0.0003,0.5880794225260615,0.3183858096599579,0.5193565785884857,-0.0034401827993860933
397,782.52,1340.04189415,1958,1626112,830,3960,0.2,0.1404052734375,0.9681998491287231,0.012199771,-5.503174543380737,0.0003,0.35213369941338896,0.03680186718702316,0.6867343783378601,-0.006866279416135513
398,765.82,1305.20442186,1959,1630208,831,3970,0.2,0.0983642578125,0.9662444591522217,0.008538196,-5.487684524059295,0.0003,0.4762468751519918,0.11911962926387787,0.6944738924503326,-0.0036855070415185765
399,765.82,1305.4487660700001,1961,1634304,833,3980,0.2,0.140478515625,0.9646692276000977,0.008767448,-5.477385276556015,0.0003,0.36435963669791815,0.1946016252040863,0.7243189513683319,-0.005867975851288065
400,776.3,1326.5303000300003,1963,1638400,834,3990,0.2,0.1222412109375,0.9671226739883423,0.009669107,-5.4791031122207645,0.0003,0.4762476861476898,0.21730469167232513,0.030244290828704834,-0.004018236766569316
401,774.41,1325.10836665,1965,1642496,835,4000,0.2,0.132373046875,0.9691199660301208,0.011167141,-5.491217064857483,0.0003,0.4584960287436843,0.1874276101589203,0.48100435733795166,-0.004324089016881772
