#{"t_start": 1786305994.0230756, "env_id": "None"}
r,l,t
-130.549617,31,11.252864
-151.100028,66,11.348649
-137.582607,31,11.395374
-122.27148,63,11.487013
-125.893755,86,11.61243
-128.585035,45,11.67844
-180.685267,95,11.814716
-109.041589,46,11.88169
-130.417857,31,11.926039
-136.910278,59,12.010719
-137.591455,34,12.056625
-124.375419,31,12.103048
-141.575933,31,12.149732
-167.591892,31,12.194096
-128.208861,31,12.245439
-139.144668,54,12.365501
-164.036839,31,12.420729
-116.063807,70,12.521774
-146.396076,40,12.587252
-134.002319,33,12.637064
-121.63748,31,12.679092
-111.405371,67,12.780862
-138.158387,98,12.924368
-129.222792,31,12.96901
-121.990534,32,13.0184
-155.770267,73,13.119689
-120.456226,66,13.209745
-159.017994,45,13.272553
-148.044757,53,13.344482
-130.66072,31,13.386719
-217.123354,138,13.580998
-132.053994,35,13.628937
-147.803851,31,13.671717
-149.021948,31,13.717358
-154.52458,31,13.758472
-157.507335,81,13.86786
-129.82604,31,13.912034
-168.316332,83,14.024862
-124.602695,31,14.066026
-126.944452,76,14.173498
-123.531607,31,16.107788
-132.394806,79,16.232855
-136.349626,49,16.306767
-119.875591,42,16.361389
-115.00859,31,16.406107
-166.34537,95,16.541503
-113.206306,53,16.613655
-145.659534,28,16.651581
-126.549807,75,16.751664
-118.912839,32,16.795907
-113.739607,31,16.840878
-555.61517,157,17.0596
-107.980899,31,17.10261
-216.216575,104,17.243056
-137.123834,31,17.284651
-145.212913,31,17.327367
-168.643139,31,17.369146
-144.83107,50,17.436648
-161.49084,72,17.537229
-124.44505,61,17.621082
-124.945754,31,17.662532
-165.521438,31,17.705114
-125.984833,122,17.868729
-125.702644,31,17.90935
-153.836046,46,17.96907
-284.254686,132,18.148675
-153.012532,65,18.237074
-148.97826,31,18.278858
-107.814135,33,18.341579
-113.504755,56,18.459588
-605.074816,186,18.738081
-157.657975,31,18.783825
-125.121137,95,18.912505
-129.855436,43,18.971142
-112.578243,85,21.024941
-581.695413,227,21.346538
-612.985084,129,21.528439
-118.016852,31,21.573149
-179.647563,88,21.694815
-111.350041,28,21.73301
-108.447811,41,21.789061
-119.988752,36,21.840192
-216.30959,129,22.01352
-660.643951,141,22.190792
-143.58806,47,22.247355
-127.297047,40,22.294853
-120.294469,57,22.36453
-131.466806,79,22.458597
-105.5302,32,22.49931
-368.108411,143,22.729415
-315.442458,155,22.938386
-154.101076,58,23.018058
-129.866794,50,23.082943
-124.621045,64,23.16759
-105.199888,37,23.219415
-420.780958,133,23.397688
-139.529268,67,23.489701
-646.496034,181,25.65949
-113.266159,31,25.707219
-131.49964,47,25.78232
-116.732852,96,25.913571
-160.086878,83,26.027287
-123.578638,18,26.051878
-128.792097,55,26.127037
-113.95606,42,26.185808
-129.236161,32,26.228161
-116.364655,52,26.299008
-191.077323,147,26.50156
-142.93845,59,26.58185
-425.357878,169,26.803243
-436.419824,155,26.987616
-137.865363,56,27.054766
-143.291562,69,27.136425
-153.619664,78,27.228045
-635.2675,137,27.422053
-109.306394,51,27.490684
-143.417529,63,27.57604
-132.478632,119,27.73647
-149.567263,173,27.964274
-754.898389,150,28.159238
-122.590362,76,28.260493
