episode,total_reward,steps,target_y,final_com_y,final_h,failed,final_error
1,1903.5487828510813,1000,-0.04082642434261273,-0.04217224026517193,0.9713656186689531,False,-0.0013458159225592028
2,1939.5583130419254,1000,0.017245129760111222,0.01914579089499882,0.9595604013853702,False,0.001900661134887599
3,1925.1976392269135,1000,0.023798130392719483,0.026040491286792117,0.9522901937431354,False,0.002242360894072634
4,1925.533348172903,1000,0.023677563470748744,0.025914268748156895,0.9524105260125926,False,0.0022367052774081506
5,1998.8583859205246,1000,-0.001193899221103946,-0.0005311269790430268,0.985898462934874,False,0.0006627722420609191
6,1928.6162939071655,1000,-0.021668614574237743,-0.022348644212020156,0.9855312843025019,False,-0.0006800296377824123
7,1903.3209034260362,1000,-0.04047958599776849,-0.041819806883244,0.9714846620111594,False,-0.0013402208854755085
8,1900.9572350010276,1000,0.03980488233976802,0.04256586936624201,0.9412555951814044,False,0.002760987026473989
9,1943.9412260949612,1000,-0.014374286859867282,-0.014627844485367544,0.9946051569042498,False,-0.00025355762550026244
10,1936.4366700947285,1000,-0.01814481840913932,-0.018628855373124014,0.989701341191815,False,-0.00048403696398469434
11,1905.4389089085162,1000,0.03567438329840207,0.0383473393533753,0.9431285945750376,False,0.0026729560549732315
12,1998.8719511032104,1000,-0.001930414063320611,-0.0013210530232693563,0.9870348714882712,False,0.0006093610400512547
13,1951.4378183186054,1000,0.011431909361546581,0.012976979376298046,0.967126169898905,False,0.0015450700147514648
14,1928.732429742813,1000,0.021954046239435768,0.024107206385914903,0.9541880819898056,False,0.0021531601464791356
15,1920.3731539100409,1000,0.02654969302805464,0.028914394260858338,0.9496872078126873,False,0.0023647012328036968
16,1894.9510866606142,1000,0.044385968969347225,0.04720585766752533,0.9400023681238701,False,0.002819888698178105
17,1920.0948651880026,1000,-0.028070498254922544,-0.029051674932319214,0.9791239004809219,False,-0.0009811766773966703
18,1949.7073271274567,1000,-0.011670345307550262,-0.011747316420999085,0.9983623167351314,False,-7.697111344882358e-05
19,1926.9693463146687,1000,0.022260798077703786,0.024429190994670724,0.9538639804900652,False,0.002168392916966938
20,1896.660444044508,1000,0.0428553751837409,0.04566015151378493,0.9403239078714036,False,0.0028047763300440287
