time/time_elapsed,rollout/ep_len_mean,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/clip_fraction,train/n_updates,train/value_loss,train/std,train/loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/clip_range
12,123.71,11,45056,-1066.0954333199998,3653,0.0554931640625,100,1.0852438397705555,1.0436184406280518,0.28786301612854004,0.36101192235946655,-0.008456972285057419,0.006933287,0.0003,-5.838136386871338,0.2
13,126.88,12,49152,-1095.9262996,3677,0.03212890625,110,2.0100304797291755,1.0443719625473022,0.4960804581642151,0.2592277526855469,-0.005920396382862236,0.006154594,0.0003,-5.847821015119552,0.2
14,128.7,13,53248,-1246.05185451,3676,0.0557861328125,120,1.2325624532997608,1.0472643375396729,0.3619251847267151,0.48857545852661133,-0.00747567061916925,0.006834042,0.0003,-5.853572517633438,0.2
15,129.17,14,57344,-1196.23706407,3646,0.0352294921875,130,1.3688298605382443,1.0476912260055542,0.41116052865982056,0.5077768862247467,-0.006939451812650077,0.005783955,0.0003,-5.861647135019302,0.2
16,134.97,15,61440,-1387.0625455100003,3626,0.0288818359375,140,1.00172982737422,1.056606411933899,0.26907166838645935,0.6358771324157715,-0.006849049567244947,0.005081444,0.0003,-5.8753362715244295,0.2
18,137.7,16,65536,-1440.0992952000001,3636,0.0366455078125,150,0.7270560711622238,1.0575958490371704,0.0577552393078804,0.7735083848237991,-0.006362827858538367,0.005206107,0.0003,-5.8986299395561215,0.2
19,131.44,17,69632,-1372.9967183,3629,0.0601318359375,160,0.3984113775193691,1.060146450996399,0.03532491624355316,0.9108374863862991,-0.008284015537356026,0.006660241,0.0003,-5.9041497766971585,0.2
20,130.94,18,73728,-1407.4925754700002,3620,0.049365234375,170,0.2290612854063511,1.061610221862793,0.020007014274597168,0.9402315616607666,-0.006764501865836792,0.0062356335,0.0003,-5.913317531347275,0.2
21,119.45,19,77824,-1175.3493721,3625,0.05078125,180,0.2773583196103573,1.0610696077346802,0.025584042072296143,0.9621732458472252,-0.007227916293777526,0.0066361604,0.0003,-5.914544421434402,0.2
22,98.58,20,81920,-883.0560742999998,3622,0.069775390625,190,0.24960066378116608,1.066190481185913,0.023261308670043945,0.9534817822277546,-0.009937593511131127,0.0076198233,0.0003,-5.922311532497406,0.2
23,79.98,21,86016,-575.1855107900001,3637,0.0561767578125,200,0.27342047169804573,1.0602374076843262,0.050347454845905304,0.9456500858068466,-0.007143858214840293,0.0065366346,0.0003,-5.922554051876068,0.2
24,59.03,22,90112,-386.26733165000013,3640,0.071435546875,210,0.24584530368447305,1.0645804405212402,0.02423456311225891,0.9342978820204735,-0.0102681692209444,0.007597757,0.0003,-5.915630602836609,0.2
26,41.21,23,94208,-255.02679311999998,3618,0.0551513671875,220,0.2823002954944968,1.0682084560394287,0.05016350746154785,0.7678759396076202,-0.007215655382606201,0.0067045474,0.0003,-5.932923078536987,0.2
27,36.04,24,98304,-264.81465317000004,3600,0.0432861328125,230,0.1744988365098834,1.0644289255142212,-0.0028822794556617737,0.8197133243083954,-0.006850026710890233,0.005395367,0.0003,-5.933566373586655,0.2
28,38.79,25,102400,-275.97897361,3599,0.0595703125,240,0.157073157094419,1.067705512046814,-0.01015906035900116,0.8668235540390015,-0.010146215814165771,0.007315619,0.0003,-5.92916356921196,0.2
29,37.39,26,106496,-221.6791595,3593,0.0524658203125,250,0.1214816934429109,1.0764389038085938,-0.025311127305030823,0.9311863780021667,-0.007375061980565078,0.0063696825,0.0003,-5.953799140453339,0.2
30,42.81,27,110592,-266.45933455,3574,0.074951171875,260,0.10298337563872337,1.0796438455581665,-0.01669982820749283,0.9059047549962997,-0.00913851551595144,0.008108556,0.0003,-5.9782366275787355,0.2
32,41.73,28,114688,-193.57027488999992,3560,0.0671142578125,270,0.1458185924217105,1.075090765953064,-0.008799567818641663,0.9273755252361298,-0.009357250767061486,0.0077912277,0.0003,-5.974217677116394,0.2
33,44.76,29,118784,-195.47231255,3558,0.068212890625,280,0.10809877356514334,1.0776100158691406,-0.02387092635035515,0.5654264688491821,-0.00878939740068745,0.0075242845,0.0003,-5.971284133195877,0.2
34,48.67,30,122880,-193.65245229999996,3563,0.0643798828125,290,0.07418080014176667,1.0729010105133057,-0.02888423204421997,0.6744047999382019,-0.00823587138147559,0.0063042985,0.0003,-5.967557287216186,0.2
35,51.42,31,126976,-167.35632666,3561,0.0500244140625,300,0.08764757150784135,1.0690031051635742,-0.037718698382377625,0.6823976635932922,-0.008945932908682152,0.0069341846,0.0003,-5.94925731420517,0.2
