time/time_elapsed,rollout/ep_len_mean,time/iterations,time/total_timesteps,rollout/ep_rew_mean,time/fps,train/clip_fraction,train/n_updates,train/value_loss,train/std,train/loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/entropy_loss,train/clip_range
36,52.44,32,131072,-157.23640465,3569,0.085107421875,310,0.06589714088477194,1.0682847499847412,-0.04797101020812988,0.5273785293102264,-0.01221131302008871,0.009058978,0.0003,-5.941034877300263,0.2
37,50.51,33,135168,-162.38482054,3571,0.05322265625,320,0.05075656771659851,1.0635401010513306,-0.05294349789619446,0.6315324902534485,-0.009300497692311182,0.0061171576,0.0003,-5.931758487224579,0.2
39,58.5,34,139264,-156.38774367000002,3563,0.0818115234375,330,0.06664607981219887,1.0638723373413086,-0.033143069595098495,0.6384402513504028,-0.009474846278317272,0.0068296497,0.0003,-5.923734098672867,0.2
40,60.63,35,143360,-152.92240763,3539,0.0853759765625,340,0.06067837942391634,1.0630321502685547,-0.037419065833091736,0.7169490158557892,-0.011545644354191609,0.007979102,0.0003,-5.921000295877457,0.2
41,62.21,36,147456,-133.84478117999998,3535,0.10556640625,350,0.04630497288890183,1.0700249671936035,-0.05683593079447746,0.8429276496171951,-0.013080610506585799,0.009408678,0.0003,-5.933833712339402,0.2
42,67.95,37,151552,-124.73686099999999,3530,0.0827392578125,360,0.03868326977826655,1.0703203678131104,-0.05989395081996918,0.6592282652854919,-0.010166357015259564,0.0076611787,0.0003,-5.946568071842194,0.2
44,78.49,38,155648,-115.67225932,3533,0.0950439453125,370,0.06158974133431912,1.0646851062774658,-0.05248797684907913,0.6586492359638214,-0.013022522412938997,0.007878389,0.0003,-5.936930686235428,0.2
45,85.51,39,159744,-107.45630094,3534,0.078759765625,380,0.031417440879158674,1.0656617879867554,-0.05569734051823616,0.7246131598949432,-0.01008429471112322,0.007746901,0.0003,-5.926767265796661,0.2
46,92.94,40,163840,-113.10496082,3534,0.0876708984375,390,0.03130321472417563,1.059786319732666,-0.05048586428165436,0.7469571828842163,-0.011442867353616748,0.0075552934,0.0003,-5.916848284006119,0.2
47,104.31,41,167936,-117.05971439999999,3528,0.078125,400,0.03339503207243979,1.0582797527313232,-0.04646299034357071,0.8425181210041046,-0.01048417548154248,0.007768215,0.0003,-5.901564925909042,0.2
48,105.59,42,172032,-129.40650906000002,3527,0.0923583984375,410,0.02996727966237813,1.064008355140686,-0.058288585394620895,0.8441306352615356,-0.012186572962673382,0.009169525,0.0003,-5.907418143749237,0.2
49,114.41,43,176128,-125.87432166,3534,0.0740478515625,420,0.04228609199635684,1.0664433240890503,-0.05177108198404312,0.8472480922937393,-0.008504386330605485,0.0077779563,0.0003,-5.92387952208519,0.2
50,125.73,44,180224,-120.04760371999998,3537,0.0704345703125,430,0.03021008730866015,1.0633141994476318,-0.05541219934821129,0.8897407501935959,-0.009012227837229148,0.008465918,0.0003,-5.923406714200974,0.2
52,137.72,45,184320,-116.37751046000001,3537,0.063720703125,440,0.03457059205975384,1.0656875371932983,-0.04918624833226204,0.8439769148826599,-0.008866479565040209,0.0056978725,0.0003,-5.919628077745438,0.2
53,139.54,46,188416,-107.00724591,3536,0.0905029296875,450,0.04807244022376835,1.064526081085205,-0.0659266784787178,0.7526295632123947,-0.009534594704746269,0.008419606,0.0003,-5.922456806898117,0.2
54,142.99,47,192512,-99.38952077,3538,0.050537109375,460,0.02820914504118264,1.06705904006958,-0.058518894016742706,0.8727964758872986,-0.007246574381133542,0.0053759543,0.0003,-5.924424833059311,0.2
55,145.71,48,196608,-93.97447756,3539,0.0447998046875,470,0.029360914579592647,1.0679106712341309,-0.0562627874314785,0.8956345543265343,-0.007686541191651486,0.005688875,0.0003,-5.93105833530426,0.2
56,150.75,49,200704,-88.92133915000002,3542,0.0659423828125,480,0.029014509706757962,1.0652275085449219,-0.06108566373586655,0.8802095651626587,-0.008538694118033163,0.006672441,0.0003,-5.9293373882770535,0.2
57,154.78,50,204800,-81.22774498999998,3545,0.0337158203125,490,0.029367731255479156,1.0573432445526123,-0.05583886802196503,0.9131320044398308,-0.006031151002389379,0.0045060217,0.0003,-5.907780092954636,0.2
58,160.88,51,208896,-76.99758566000001,3550,0.038671875,500,0.03410722934640944,1.055681586265564,-0.06177622824907303,0.867228552699089,-0.006859780789818614,0.0050584637,0.0003,-5.888790363073349,0.2
59,157.45,52,212992,-71.51241421,3551,0.0706298828125,510,0.024855014751665294,1.0498244762420654,-0.06615317612886429,0.8980206400156021,-0.0107078701548744,0.006754106,0.0003,-5.874486970901489,0.2
61,159.25,53,217088,-60.48529531,3555,0.0808349609375,520,0.023191618151031435,1.0528874397277832,-0.06419006735086441,0.8870741799473763,-0.009888067597057671,0.007582836,0.0003,-5.868551725149155,0.2
62,159.51,54,221184,-59.09419648,3559,0.070068359375,530,0.019685795693658293,1.054980754852295,-0.05680863559246063,0.9208571761846542,-0.009287641136324964,0.008368153,0.0003,-5.880036050081253,0.2
63,159.89,55,225280,-55.563938099999994,3567,0.0556884765625,540,0.019043550943024457,1.0575313568115234,-0.06513331830501556,0.9113309234380722,-0.008609176037134602,0.0057053543,0.0003,-5.888759565353394,0.2
64,168.1,56,229376,-49.26081359999999,3571,0.0739013671875,550,0.023300180910155177,1.0551542043685913,-0.06368622928857803,0.8978758007287979,-0.01015985521080438,0.008431515,0.0003,-5.888098037242889,0.2
65,172.34,57,233472,-42.885229370000005,3574,0.070068359375,560,0.01073494201991707,1.0551724433898926,-0.0700288787484169,0.9496542774140835,-0.008368652156786994,0.007175512,0.0003,-5.8824682354927065,0.2
66,176.35,58,237568,-35.85782459,3573,0.076953125,570,0.012282409879844636,1.055627703666687,-0.06955355405807495,0.9472038857638836,-0.009411753917811438,0.006226918,0.0003,-5.882635831832886,0.2
67,182.72,59,241664,-32.15651665,3574,0.07568359375,580,0.012874968920368702,1.0613995790481567,-0.062316399067640305,0.9460471756756306,-0.010373209186946042,0.0073171007,0.0003,-5.892942702770233,0.2
68,187.71,60,245760,-27.210897109999998,3577,0.065234375,590,0.030078662605956197,1.0633811950683594,-0.05009463429450989,0.8961408883333206,-0.00800583783420734,0.006858613,0.0003,-5.908385694026947,0.2
69,185.26,61,249856,-25.303547280000004,3580,0.040234375,600,0.011697854637168348,1.0641013383865356,-0.06441780924797058,0.9504740685224533,-0.005099800141761079,0.0052251173,0.0003,-5.912982845306397,0.2
70,187.11,62,253952,-28.996892250000002,3580,0.0473876953125,610,0.017040185863152146,1.064085602760315,-0.0612979456782341,0.9269751086831093,-0.0062121418814058416,0.0064732116,0.0003,-5.9142168164253235,0.2
72,191.05,63,258048,-22.96092197,3578,0.060400390625,620,0.012656293268082663,1.0600255727767944,-0.06727250665426254,0.9548501223325729,-0.009072986789396964,0.006116051,0.0003,-5.907161629199981,0.2
73,187.55,64,262144,-26.764306100000002,3580,0.0869873046875,630,0.046186334500089285,1.0608386993408203,-0.057530179619789124,0.8522756844758987,-0.009698904311517254,0.0077954005,0.0003,-5.8997384250164036,0.2
74,192.94,65,266240,-21.087170469999997,3582,0.0731201171875,640,0.016907550126779823,1.0634961128234863,-0.06913714110851288,0.9449837282299995,-0.010640274136676453,0.007219323,0.0003,-5.908568823337555,0.2
75,200.65,66,270336,-11.354129350000001,3575,0.063427734375,650,0.012505341798532753,1.0646296739578247,-0.0630035400390625,0.9478509798645973,-0.007555022355518304,0.0061287996,0.0003,-5.913738751411438,0.2
76,196.16,67,274432,-10.82160037,3574,0.048388671875,660,0.009282002109102905,1.0644845962524414,-0.0629345178604126,0.9681203998625278,-0.007109984679846093,0.0051986277,0.0003,-5.914414709806442,0.2
77,208.5,68,278528,4.2628192899999995,3571,0.0554931640625,670,0.018846553249750285,1.0676623582839966,-0.0634259432554245,0.9438095465302467,-0.006470234337029979,0.007012072,0.0003,-5.918564063310623,0.2
79,215.7,69,282624,12.70052957,3563,0.0700439453125,680,0.00804818383185193,1.0622193813323975,-0.06521998345851898,0.974085308611393,-0.009424179623601958,0.0074033304,0.0003,-5.916296494007111,0.2
80,214.48,70,286720,12.318792449999998,3564,0.053076171875,690,0.00858399291173555,1.059201717376709,-0.0635288879275322,0.9713932555168867,-0.00817118211853085,0.0054961275,0.0003,-5.899795889854431,0.2
81,216.72,71,290816,16.081283600000003,3559,0.062548828125,700,0.007614574203034863,1.0576649904251099,-0.06917421519756317,0.9717860855162144,-0.008114917518105358,0.0069438377,0.0003,-5.890455538034439,0.2
82,224.71,72,294912,19.10793131,3554,0.054345703125,710,0.010740309045650065,1.050827980041504,-0.07234250009059906,0.9584508910775185,-0.008957490064494778,0.0069442578,0.0003,-5.875523030757904,0.2
84,228.23,73,299008,23.63918314,3549,0.05498046875,720,0.007470569008728489,1.0449347496032715,-0.07380035519599915,0.971139170229435,-0.008365478116320445,0.0064537134,0.0003,-5.852164596319199,0.2
85,235.96,74,303104,28.488935669999996,3552,0.0862548828125,730,0.020166254078503698,1.0485782623291016,-0.06422200053930283,0.9384100362658501,-0.01040725278435275,0.008027618,0.0003,-5.846452742815018,0.2
86,250.24,75,307200,39.79764777,3553,0.083642578125,740,0.005951331416144967,1.0467981100082397,-0.06799804419279099,0.9761091396212578,-0.01015801765024662,0.0070354478,0.0003,-5.851743972301483,0.2
87,262.88,76,311296,47.77518255,3553,0.079248046875,750,0.0038294362049782647,1.0446176528930664,-0.0715402290225029,0.9846419906243682,-0.011478148642345332,0.0073353206,0.0003,-5.843491280078888,0.2
88,275.09,77,315392,57.366815079999995,3557,0.0742919921875,760,0.01401161469402723,1.0505229234695435,-0.06547601521015167,0.9437956847250462,-0.008972388214897365,0.006691836,0.0003,-5.847477585077286,0.2
89,297.53,78,319488,85.45684907,3557,0.0601806640625,770,0.003919331656652503,1.053504228591919,-0.06879815459251404,0.9832976907491684,-0.008318675396731123,0.006034615,0.0003,-5.866543889045715,0.2
91,317.06,79,323584,108.82376050999997,3555,0.0428466796875,780,0.1791596302180551,1.0554167032241821,-0.018600963056087494,0.6484111547470093,-0.0029730659967754035,0.0075759497,0.0003,-5.876627719402313,0.2
92,346.8,80,327680,144.13412704,3554,0.092333984375,790,0.177964337693993,1.0554884672164917,-0.043141111731529236,0.639436662197113,-0.005583371204556898,0.010846724,0.0003,-5.881539463996887,0.2
93,354.94,81,331776,148.52732806000003,3551,0.0837890625,800,0.17539392565377057,1.0545927286148071,0.005241788923740387,0.6500119268894196,-0.007102444834890776,0.008904295,0.0003,-5.882056176662445,0.2
94,383.0,82,335872,201.98442611000002,3553,0.101513671875,810,0.005062296727555804,1.0529232025146484,-0.0698734000325203,0.9703070670366287,-0.012022716068895534,0.008717777,0.0003,-5.87507334947586,0.2
95,409.93,83,339968,258.54990827999995,3556,0.0428466796875,820,0.45399305773898957,1.0559691190719604,0.04710995405912399,0.19532537460327148,-0.0031908085162285714,0.007080921,0.0003,-5.8776802003383635,0.2
96,438.66,84,344064,311.26959135,3555,0.0797119140625,830,0.4945129044353962,1.0481377840042114,0.2979775667190552,0.1355416178703308,-0.006604397090268321,0.008066745,0.0003,-5.870995664596558,0.2
98,466.96,85,348160,366.5190564799999,3527,0.079345703125,840,0.5268957866355777,1.0472482442855835,0.15334279835224152,0.009911537170410156,-0.006052755334530957,0.00818455,0.0003,-5.85042964220047,0.2
100,501.99,86,352256,438.44519027999996,3520,0.0890869140625,850,0.4584873208776116,1.0462816953659058,0.13284626603126526,0.04038602113723755,-0.00577436811872758,0.010862904,0.0003,-5.848781245946884,0.2
101,526.07,87,356352,492.16996682999996,3515,0.0671875,860,0.6127315912395715,1.0486648082733154,0.16816866397857666,0.02804696559906006,-0.005272532391245477,0.009710316,0.0003,-5.852269333600998,0.2
102,553.35,88,360448,547.67634523,3504,0.1143310546875,870,0.3948739705607295,1.0472900867462158,-0.022076692432165146,0.46919459104537964,-0.006909189431462437,0.010043826,0.0003,-5.855942344665527,0.2
104,567.68,89,364544,592.40175941,3484,0.0645263671875,880,0.43941460866481064,1.042788028717041,0.16419467329978943,0.509764701128006,-0.0043773243203759195,0.0063861865,0.0003,-5.841771000623703,0.2
106,588.38,90,368640,631.58410419,3470,0.0850830078125,890,0.45157898850739003,1.0421028137207031,0.18389379978179932,0.46807366609573364,-0.004747664561728015,0.008832227,0.0003,-5.8325250267982485,0.2
108,607.39,91,372736,681.78861366,3449,0.0736328125,900,0.32648749547079203,1.044409155845642,0.09218139946460724,0.5347993969917297,-0.0037432438984978944,0.0076471623,0.0003,-5.835085666179657,0.2
109,633.36,92,376832,737.8033459499999,3437,0.078955078125,910,0.4356304004788399,1.0455269813537598,0.14759784936904907,0.253628134727478,-0.005500697973184287,0.008419475,0.0003,-5.843254774808884,0.2
111,649.39,93,380928,784.7481926600001,3425,0.071484375,920,0.42891705594956875,1.0414272546768188,0.07169672846794128,0.5221786797046661,-0.004171079598017968,0.007855274,0.0003,-5.837357425689698,0.2
112,664.37,94,385024,831.9431220900001,3415,0.0782958984375,930,0.4332122938707471,1.0412814617156982,0.11755038052797318,0.49388110637664795,-0.0034563608176540585,0.00803504,0.0003,-5.829123795032501,0.2
114,672.42,95,389120,861.81395984,3406,0.0929931640625,940,0.4184888805262744,1.0366489887237549,0.09724597632884979,0.3712036609649658,-0.006159750153892673,0.01048624,0.0003,-5.819820511341095,0.2
115,698.74,96,393216,940.8359969500001,3396,0.113818359375,950,0.4547857815399766,1.0291545391082764,0.31003516912460327,0.2450079321861267,-0.006071484420681372,0.009998442,0.0003,-5.795960205793381,0.2
117,707.83,97,397312,971.27304309,3386,0.0789306640625,960,0.68848412707448,1.0262014865875244,0.27306827902793884,0.30205994844436646,-0.004224711320421193,0.008143783,0.0003,-5.775217366218567,0.2
118,723.94,98,401408,1031.8095818499999,3380,0.081591796875,970,0.4487311664968729,1.025963306427002,0.10708294808864594,0.33377569913864136,-0.005632048827828839,0.008903662,0.0003,-5.767401897907257,0.2
119,735.58,99,405504,1078.3048019,3379,0.1134521484375,980,0.6529093869030476,1.023489236831665,0.20842842757701874,0.4287916421890259,-0.0045923669473268095,0.010118272,0.0003,-5.764248502254486,0.2
121,722.57,100,409600,1059.12339797,3372,0.120068359375,990,0.41040875371545554,1.0187393426895142,0.11231929808855057,0.4345032572746277,-0.005329271784285083,0.010362176,0.0003,-5.7491615295410154,0.2
122,715.44,101,413696,1057.2005742899998,3372,0.1339111328125,1000,0.528274716436863,1.017712116241455,0.21534644067287445,0.4894564151763916,-0.007969386913464405,0.011040865,0.0003,-5.736727386713028,0.2
123,724.72,102,417792,1089.79990657,3376,0.0908935546875,1010,0.28224476757459344,1.0175951719284058,0.034919269382953644,0.5673982203006744,-0.006067219804390333,0.007888252,0.0003,-5.737443906068802,0.2
125,728.92,103,421888,1105.87130276,3371,0.117333984375,1020,0.6286721765995026,1.0230847597122192,0.1701263189315796,0.09135079383850098,-0.006370320485439151,0.010934589,0.0003,-5.744118493795395,0.2
126,738.34,104,425984,1124.2256898599999,3365,0.110302734375,1030,0.51800085157156,1.0271199941635132,0.20626229047775269,0.25064098834991455,-0.005365275641088374,0.0108524375,0.0003,-5.76279970407486,0.2
128,752.09,105,430080,1156.07447205,3352,0.0701416015625,1040,0.5564587395638227,1.02495276927948,0.19300100207328796,0.3039267659187317,-0.0033565122110303493,0.007547434,0.0003,-5.766611939668655,0.2
129,763.76,106,434176,1187.8182346,3344,0.106640625,1050,0.5558149743825197,1.0222723484039307,0.2590213418006897,0.23727262020111084,-0.005725672186235898,0.010384927,0.0003,-5.757805526256561,0.2
131,775.6,107,438272,1220.91305993,3327,0.12197265625,1060,0.5584428848698735,1.0198984146118164,0.14245197176933289,0.14089524745941162,-0.006326898637053091,0.008550421,0.0003,-5.7471373796463014,0.2
133,798.86,108,442368,1269.4323228599999,3320,0.09716796875,1070,0.5085799129679799,1.0209360122680664,0.18544620275497437,0.2818956971168518,-0.004215628629026469,0.009282451,0.0003,-5.7425230026245115,0.2
134,815.74,109,446464,1303.9135688600002,3320,0.0766357421875,1080,0.5793583318591118,1.016850233078003,0.2362518459558487,0.102031409740448,-0.0035769790410995483,0.0075037796,0.0003,-5.737491911649704,0.2
135,825.43,110,450560,1334.63704427,3318,0.1118408203125,1090,0.5339964646846056,1.0147736072540283,0.10855378210544586,0.05913424491882324,-0.005925586188095622,0.008379683,0.0003,-5.724617290496826,0.2
137,842.36,111,454656,1379.97273816,3316,0.14462890625,1100,0.5099698165431619,1.0075756311416626,0.13807156682014465,0.2748650908470154,-0.0078057342630927454,0.011646439,0.0003,-5.7074385464191435,0.2
138,842.36,112,458752,1376.6482132200001,3316,0.120458984375,1110,0.5325366826727986,1.0023554563522339,0.06548891961574554,0.07966214418411255,-0.005362268883618526,0.010497369,0.0003,-5.68129729628563,0.2
139,855.92,113,462848,1419.39192259,3314,0.0859619140625,1120,0.5327634172514081,1.0013842582702637,0.31365981698036194,0.02526688575744629,-0.0048410891176899895,0.00878429,0.0003,-5.669908285140991,0.2
141,872.05,114,466944,1454.67367206,3303,0.0822509765625,1130,0.5259050570428372,1.0026004314422607,0.2899538576602936,0.020680725574493408,-0.0050415361736668276,0.007032452,0.0003,-5.670368921756745,0.2
142,882.94,115,471040,1473.3465315099997,3302,0.0635986328125,1140,0.5367999471724033,1.0050361156463623,0.31616079807281494,0.001073300838470459,-0.002406096155755222,0.005713572,0.0003,-5.677252852916718,0.2
143,878.88,116,475136,1467.0201883700001,3305,0.06142578125,1150,0.5236810827627778,1.0069177150726318,0.30861297249794006,0.10823661088943481,-0.004482845033635385,0.0072487546,0.0003,-5.684727084636688,0.2
145,878.88,117,479232,1465.62169574,3303,0.1204345703125,1160,0.41855193451046946,1.0108132362365723,0.05752080678939819,0.1637362837791443,-0.006733482009440195,0.010511538,0.0003,-5.694427853822708,0.2
146,896.04,118,483328,1501.54942993,3304,0.0750244140625,1170,0.5500756178051234,1.0084871053695679,0.021457649767398834,-0.09737682342529297,-0.0039041588315740228,0.007202106,0.0003,-5.698262643814087,0.2
147,903.92,119,487424,1520.09775201,3306,0.0916259765625,1180,0.5240026421844959,1.011078119277954,0.21849767863750458,0.0151405930519104,-0.005077058600727468,0.008370662,0.0003,-5.695662802457809,0.2
148,903.92,120,491520,1519.8194021299998,3302,0.130908203125,1190,0.5167151918634773,1.0118203163146973,0.4996977150440216,-0.002323746681213379,-0.006761515812104335,0.012705765,0.0003,-5.703469681739807,0.2
150,920.37,121,495616,1565.8590293600002,3301,0.121435546875,1200,0.5384594975039363,1.0138521194458008,0.22075830399990082,0.015200197696685791,-0.0066415325360139835,0.011195395,0.0003,-5.708935081958771,0.2
151,927.93,122,499712,1582.24159781,3301,0.0975830078125,1210,0.509290686622262,1.0199519395828247,0.2725457549095154,-0.005718231201171875,-0.005356114986352622,0.00802144,0.0003,-5.725320631265641,0.2
152,936.2,123,503808,1600.3370817999999,3300,0.0759521484375,1220,0.663770591467619,1.020998239517212,0.5106485486030579,-0.028195738792419434,-0.0047638618794735525,0.007273618,0.0003,-5.740622168779373,0.2
153,959.17,124,507904,1651.7360009000001,3300,0.10791015625,1230,0.39180022263899444,1.0213688611984253,0.058230072259902954,-0.02963578701019287,-0.005192344961687923,0.0069707707,0.0003,-5.7439999878406525,0.2
155,951.2,125,512000,1632.0882926600004,3296,0.050341796875,1240,0.6372618015855551,1.019210934638977,0.25246673822402954,0.006998300552368164,-0.0035460112616419793,0.00523165,0.0003,-5.7420531749725345,0.2
156,951.2,126,516096,1631.8068551299993,3293,0.1085205078125,1250,0.3149778202176094,1.0195287466049194,-0.037353575229644775,0.3318653106689453,-0.004786946179228835,0.011979466,0.0003,-5.735807549953461,0.2
158,951.2,127,520192,1632.9041064699995,3290,0.0862548828125,1260,0.7583944365382195,1.016052007675171,0.40432167053222656,0.009301483631134033,-0.004926274642639328,0.00756741,0.0003,-5.729324835538864,0.2
159,951.2,128,524288,1635.77836659,3287,0.0845703125,1270,0.39470279719680545,1.014639973640442,0.10695193707942963,0.058989882469177246,-0.003708032873691991,0.0070673414,0.0003,-5.718309926986694,0.2
160,935.03,129,528384,1600.38431117,3286,0.0794189453125,1280,0.6525900594890117,1.0176351070404053,0.17475393414497375,-0.03825485706329346,-0.005013478882028721,0.008399087,0.0003,-5.719496667385101,0.2
162,918.79,130,532480,1566.0013549500006,3285,0.088525390625,1290,0.4008711498230696,1.0208392143249512,0.030175436288118362,0.3193909525871277,-0.004840187307854649,0.007441992,0.0003,-5.734121656417846,0.2
163,903.3,131,536576,1536.89800781,3286,0.1078857421875,1300,0.5084756005555391,1.019592046737671,0.16402985155582428,0.32863497734069824,-0.007983140999567696,0.010522606,0.0003,-5.738948076963425,0.2
164,880.5,132,540672,1493.91431771,3284,0.1274169921875,1310,0.5227758027613163,1.0209519863128662,0.12223099172115326,0.37797582149505615,-0.00732668312266469,0.008915542,0.0003,-5.741642415523529,0.2
165,880.5,133,544768,1498.7516098800002,3286,0.1016357421875,1320,0.448443927615881,1.0188815593719482,0.12954306602478027,0.4793853163719177,-0.0067466486158082265,0.008594064,0.0003,-5.7396418988704685,0.2
166,872.02,134,548864,1479.53811066,3286,0.096435546875,1330,0.5273962284438312,1.0166568756103516,0.20237386226654053,0.06603425741195679,-0.004409450641833246,0.008271171,0.0003,-5.7310048878192905,0.2
168,862.62,135,552960,1458.4297127,3288,0.0784912109375,1340,0.512802905216813,1.0158696174621582,0.059595637023448944,0.20278120040893555,-0.004050389144686051,0.008592228,0.0003,-5.723945224285126,0.2
169,868.33,136,557056,1475.1093248000002,3290,0.0723876953125,1350,0.5527510739862919,1.0177059173583984,0.05660025775432587,0.11015468835830688,-0.004514054054743611,0.008876269,0.0003,-5.72740353345871,0.2
170,884.28,137,561152,1510.35330479,3285,0.088916015625,1360,0.542227010987699,1.0144659280776978,0.22311720252037048,0.3009452819824219,-0.003972087331931107,0.008533491,0.0003,-5.727958881855011,0.2
172,884.28,138,565248,1514.7874840200002,3283,0.1007568359375,1370,0.535255915671587,1.0128533840179443,0.26684796810150146,0.03411412239074707,-0.004457271352293901,0.009268478,0.0003,-5.718230366706848,0.2
173,884.28,139,569344,1512.6416935000002,3285,0.1120361328125,1380,0.4334890007972717,1.0110487937927246,0.1303100287914276,-0.026130199432373047,-0.004691408024518751,0.008543779,0.0003,-5.711564606428146,0.2
174,884.28,140,573440,1511.06049283,3287,0.0587890625,1390,0.6356118131428957,1.0090410709381104,0.22018396854400635,0.04905182123184204,-0.0036731249652802943,0.0070747808,0.0003,-5.704881417751312,0.2
175,884.28,141,577536,1509.97365992,3289,0.10029296875,1400,0.4036113267764449,1.0083472728729248,0.1022280752658844,0.052687108516693115,-0.005006003694143146,0.009098548,0.0003,-5.700131332874298,0.2
176,884.28,142,581632,1512.5154667000004,3291,0.106103515625,1410,0.6379594365134835,1.0057193040847778,0.23461835086345673,0.03260236978530884,-0.004621984247933142,0.012157032,0.0003,-5.69345538020134,0.2
177,884.28,143,585728,1510.2266109300003,3291,0.107470703125,1420,0.3863535257056355,1.0041096210479736,-0.019904211163520813,-0.04373514652252197,-0.004741858929628506,0.008407515,0.0003,-5.685044896602631,0.2
179,884.28,144,589824,1509.38465003,3290,0.1093505859375,1430,0.6473520033061504,1.0017800331115723,0.41875752806663513,0.027993738651275635,-0.004241895597078838,0.008996099,0.0003,-5.6768126547336575,0.2
180,884.28,145,593920,1506.0497539100002,3288,0.1099609375,1440,0.3911666275933385,1.001563549041748,0.4377437233924866,0.01572650671005249,-0.005374901136383415,0.008677805,0.0003,-5.672859865427017,0.2
181,884.28,146,598016,1505.9389905800003,3289,0.079345703125,1450,0.611144383251667,1.0078043937683105,0.207883819937706,0.017275869846343994,-0.00268021479860181,0.0075492356,0.0003,-5.682492578029633,0.2
183,892.25,147,602112,1523.42852814,3287,0.1521728515625,1460,0.4108273206278682,1.0076720714569092,0.11914106458425522,-0.0030808448791503906,-0.005542036064434796,0.013572983,0.0003,-5.694685488939285,0.2
184,892.25,148,606208,1524.1904990600003,3288,0.13740234375,1470,0.6459160558879375,1.0057587623596191,0.3428342938423157,-0.028194665908813477,-0.005429902285686694,0.01178762,0.0003,-5.689997613430023,0.2
185,882.78,149,610304,1503.3560245400001,3288,0.1019287109375,1480,0.3938723778352141,1.0076931715011597,-0.012896180152893066,0.0014562606811523438,-0.005546869532554411,0.008188794,0.0003,-5.69029929637909,0.2
186,882.78,150,614400,1502.9960499100002,3288,0.13037109375,1490,0.6824893664568663,1.007511019706726,0.3276650309562683,0.06537562608718872,-0.00680116415314842,0.008760406,0.0003,-5.694457137584687,0.2
187,890.75,151,618496,1521.2956353499999,3291,0.07568359375,1500,0.3935871153138578,1.0106735229492188,0.288973331451416,0.027949035167694092,-0.004257149179466069,0.007534042,0.0003,-5.702781355381012,0.2
189,906.99,152,622592,1555.6003886400003,3291,0.114599609375,1510,0.5413273574784399,1.012674331665039,0.18914836645126343,0.1211310625076294,-0.0055455548252211885,0.008557469,0.0003,-5.7121973693370816,0.2
190,913.88,153,626688,1570.71997866,3294,0.125048828125,1520,0.5202611494809389,1.0143331289291382,0.0777728408575058,-0.011696815490722656,-0.005073240576894023,0.012185538,0.0003,-5.7191173195838925,0.2
191,931.06,154,630784,1607.30189309,3295,0.07333984375,1530,0.5090838326141238,1.0119602680206299,0.23438511788845062,0.012465715408325195,-0.003130044904537499,0.008967746,0.0003,-5.7184131026268,0.2
192,938.13,155,634880,1624.6433920199997,3298,0.09345703125,1540,0.5238909013569355,1.0091623067855835,0.2471538484096527,0.01089024543762207,-0.00578647289366927,0.009449024,0.0003,-5.706927615404129,0.2
193,938.16,156,638976,1623.0323794399999,3295,0.0998046875,1550,0.52847172729671,1.0123957395553589,0.2397623360157013,-0.014595746994018555,-0.00502139252203051,0.008165557,0.0003,-5.705028206110001,0.2
195,946.64,157,643072,1643.85608813,3289,0.0996337890625,1560,0.5463352052494883,1.010780930519104,0.24648016691207886,0.11944985389709473,-0.0042832991864997895,0.009673031,0.0003,-5.708958095312118,0.2
197,956.04,158,647168,1665.82353924,3283,0.1047607421875,1570,0.5242949523031711,1.0069339275360107,0.1072341576218605,0.007483243942260742,-0.004876505245920271,0.0074330345,0.0003,-5.698471158742905,0.2
198,956.04,159,651264,1668.16848211,3273,0.1140625,1580,0.513490229472518,1.0070968866348267,0.28844520449638367,-0.0028420686721801758,-0.0059908757684752345,0.008967046,0.0003,-5.689487171173096,0.2
200,963.41,160,655360,1686.0529936999997,3268,0.1411376953125,1590,0.5137381916865706,1.0099188089370728,0.1753629893064499,-0.018212199211120605,-0.005983700310753193,0.011838806,0.0003,-5.695858752727508,0.2
202,925.79,161,659456,1608.2922513199999,3264,0.11005859375,1600,0.49959749449044466,1.0115225315093994,0.20265063643455505,0.03771418333053589,-0.0051682100223843005,0.009119889,0.0003,-5.702992534637451,0.2
203,925.79,162,663552,1610.7605417000004,3259,0.1214599609375,1610,0.628612895309925,1.0093997716903687,0.11944413185119629,0.19627821445465088,-0.005645522597478703,0.013190375,0.0003,-5.70058810710907,0.2
205,925.79,163,667648,1612.8651252599998,3253,0.1432861328125,1620,0.6321651406586171,1.0069079399108887,0.2308729588985443,0.062368154525756836,-0.0075682475726353005,0.009315424,0.0003,-5.690587401390076,0.2
206,925.79,164,671744,1614.2017037600003,3252,0.1119384765625,1630,0.3901367034763098,1.0094504356384277,0.14621654152870178,0.04578119516372681,-0.005110858706757426,0.009529913,0.0003,-5.6893858253955845,0.2
207,925.79,165,675840,1614.4079196700002,3250,0.13525390625,1640,0.6169733848422766,1.0116887092590332,0.4028022885322571,0.038105785846710205,-0.006894060678314417,0.011839306,0.0003,-5.700234770774841,0.2
209,916.41,166,679936,1596.07955835,3249,0.119677734375,1650,0.4991316331550479,1.0141786336898804,0.05240359902381897,0.011788368225097656,-0.0042254291824065145,0.0113199875,0.0003,-5.706834149360657,0.2
