trial_id,direction,n_same_dir_sims,best_sim_episode,best_rmse,best_corr,best_dtw,mean_rmse_same_dir,mean_corr_same_dir,mean_dtw_same_dir
156,-1.0,40,12,0.0019877983625799806,0.4778575480376024,0.0012873803430239923,0.07978860935586463,0.48374718470921224,0.0784697017164781
157,-1.0,40,19,0.04937069861052371,0.08630481139850954,0.010559267448772548,0.08460098487683079,0.08392022894443799,0.046427243101920715
158,-1.0,40,2,0.10171895555214051,0.1352132577192201,0.004411122334277579,0.0848808175196727,0.11418339400019575,0.03441044708202885
159,-1.0,40,9,0.03951139562102603,-0.029318613840248073,0.016166678859172758,0.08921734557756347,0.057532553528920685,0.04926801921412669
160,-1.0,40,23,0.10177541236779389,0.144016615979517,0.005809221899153891,0.08090144867759663,0.12483080090242482,0.034091888657267
161,-1.0,40,6,0.04316017719689652,0.123314952799044,0.008525155156435652,0.08170521392530679,0.1019933972080371,0.042361948139666886
162,-1.0,40,1,0.07953986855495757,0.11523264365673916,0.0063099509981523715,0.08417259923211165,0.10508481183591951,0.038927816814972364
163,-1.0,40,38,0.07613069399386155,0.11027365995195337,0.005201427250532673,0.08359805295743936,0.09861094233335747,0.0391817827484349
164,-1.0,40,38,0.07497805839858894,0.12535985125942364,0.004867032404791063,0.08278318797163034,0.11091049874422557,0.037235309941715214
165,-1.0,40,30,0.08376446835632773,0.11848436081091121,0.007389249861550656,0.08576114664325481,0.1081962189759981,0.03765287813780808
166,-1.0,40,30,0.07760393627557667,0.13724225320427022,0.006320946023239889,0.08081454784548131,0.12513251103516324,0.03713929786162774
167,-1.0,40,5,0.0023685693966517354,0.14553587281705702,0.0013269814102824281,0.0853994801700596,-0.22201164398874598,0.08391406032179524
168,-1.0,40,2,0.057786694564911034,0.41963570073068135,0.008914940758268566,0.0625995673103483,0.3561412830010633,0.03637059875218889
169,-1.0,40,38,0.0701922562431878,0.14731528155337287,0.005146065815457712,0.07999617716232446,0.12903968197169696,0.03470125618039628
170,-1.0,40,1,0.07849851293686698,0.11881147893282938,0.005560371875929017,0.0833724090010557,0.10853528311292635,0.03816865630486208
171,-1.0,40,30,0.0821698294162078,0.12147550818502784,0.006050814768454794,0.08402170006660899,0.11048970854851267,0.037525973586560034
172,-1.0,40,20,0.04503910356625869,0.08951637063289127,0.009012049247322403,0.08560112636374198,0.07686113976291327,0.04579187715648308
173,-1.0,40,19,0.050140063671180894,0.08162569769745982,0.00865701547079215,0.08530493195551339,0.08034063115477466,0.04508654184074667
174,-1.0,40,38,0.07809460140451166,0.10925217209791958,0.007402568565742679,0.08524402318300342,0.09703736924594293,0.04072662682849175
175,-1.0,40,26,0.06800958268216582,0.09355235069065437,0.00943872047279159,0.08631164320548447,0.08814811946385641,0.04430429101952919
176,-1.0,40,18,0.06629473432410646,0.13747059570471304,0.006167776970822621,0.08088247868485816,0.12476389878273834,0.038096973677480786
177,-1.0,40,30,0.07772061976876588,0.1523563686845011,0.007166136300835532,0.08318150821324762,0.134415621974935,0.03306518267378643
178,-1.0,40,30,0.08606000366534397,0.08508718683125795,0.0063624398741581505,0.08628321516657958,0.08073159683907068,0.040353972727396395
179,-1.0,40,10,0.079539163313088,0.09909319366456819,0.006133297706888885,0.0846182701897244,0.09007329947447715,0.039124137582752516
180,-1.0,40,0,0.06766817494724699,0.10427949565475736,0.006423635535855994,0.08445612108672092,0.09595234336378004,0.04159995848727059
181,-1.0,40,10,0.07748986227823748,0.1180916494559576,0.004880136890302649,0.08300458954882584,0.106211091288043,0.03711710635891678
182,-1.0,40,10,0.07745967154238705,0.12375730168747548,0.0058388453823113974,0.08324803198524425,0.11071774203479219,0.037224373776694894
183,-1.0,40,9,0.002546978770505806,0.22946446032344206,0.0020407894224675305,0.08752323093897411,-0.17743898213924647,0.08630885255273571
184,-1.0,40,30,0.035344106453993406,0.48103008119026774,0.007310680030652493,0.059410785146494324,0.41579531211279563,0.03936009857993042
185,-1.0,40,38,0.0787287993197531,0.09708086067806539,0.006966235788791452,0.08572945784372231,0.08704221780323454,0.04139144225075904
186,-1.0,40,30,0.08285825345480678,0.11687880941879268,0.006789463897258939,0.08515410552253702,0.10805299876291707,0.03636921030525427
187,-1.0,40,1,0.0784865792835152,0.10831005653469684,0.0064900853290419174,0.0840144798142867,0.09845859408819928,0.0373565210934383
188,-1.0,40,6,0.045132001474210474,0.11620115015430907,0.007262004035535495,0.08372629336939688,0.0966408705679986,0.043765463052462567
189,-1.0,40,38,0.07600277774777404,0.11844102595561892,0.006512687735074203,0.08423724398828475,0.10514279670439194,0.03796653491644776
190,-1.0,40,10,0.076841727636645,0.11945706358527605,0.006065535880962597,0.08351753207289446,0.10738854034697423,0.035928677890721
