trial_group,side,n_samples,duration_s,t_start,Single_leg_hip_flex_mean_deg,Single_leg_ankle_flex_mean_deg,Single_leg_hip_abd_mean_deg,Single_leg_ankle_abd_mean_deg,com0_mean,com0_final
135,right,408,4.069996118545532,755.9492790699005,-2.7456376768876396,0.09541334710039605,6.778138290575584,-2.929389694734405,-44.34860902950966,54.240512504226935
136,left,324,3.229996919631958,760.0292751789093,-2.6070519188172434,0.5477800835075063,-5.104061585313424,-3.5240839470403027,32.55414954440726,-59.26637049341627
137,right,410,4.089996099472046,763.2692720890045,-3.1798332703377206,0.4186902903082319,6.387655795060389,-4.1512249165802055,-40.02485128274559,53.467803141619626
138,left,361,3.599996566772461,767.3692681789398,-3.213664555081133,0.7061216984139476,-6.654953170120012,-4.30428712542797,41.640573918521916,-57.88498449058191
139,right,458,4.569995641708374,770.9792647361755,-2.814640394063203,0.253993595681406,6.91880070356514,-3.58680021803544,-44.71405995250124,53.8579701747955
140,left,397,3.959996223449707,775.5592603683472,-2.803018035460004,0.5604225436304882,-5.645287257232773,-3.8458564283395087,34.79794923665885,-59.46375624353925
141,right,435,4.339995861053467,779.5292565822601,-1.9601874258205148,0.02550719782018338,6.996618163026098,-2.3859669648880555,-45.525617433877144,53.03825613157604
142,left,400,3.9899961948394775,783.8792524337769,-2.583846759960234,0.7003780385348648,-4.329162122960225,-2.7838557678250067,26.974226500297732,-62.667345188216814
143,right,293,2.919997215270996,787.8792486190796,-1.6100221901176694,-0.09697181979802363,6.29094916560896,-2.8514355198378314,-42.88946537691742,53.75848976709359
144,left,657,6.559993743896484,790.8092458248138,-2.6631974191004426,0.3574486081695573,-7.512668012776771,-4.258566586968261,45.900258495074965,-58.06267024149026
145,right,397,3.959996223449707,797.3792395591736,-2.2286370236342865,-0.05894679284842782,7.063182921252903,-3.564065661165948,-45.353508765873734,53.741931700384974
146,left,445,4.439995765686035,801.3492357730865,-2.65202490768462,0.43667668138455107,-6.541441693469189,-4.40146615672097,41.44948061645699,-59.28027263798473
147,right,490,4.889995336532593,805.7992315292358,-2.3776876987186712,0.11501637675860776,7.5434241407642375,-1.9997259304742416,-49.056499785431306,53.14008575578936
148,left,385,3.839996337890625,810.6992268562317,-2.407436027551496,0.5080456145496989,-6.333781042745158,-1.2764930334152458,38.017792695748014,-58.88560857209335
149,right,509,5.079995155334473,814.5492231845856,-2.0888882869310574,0.22021865774617053,6.7691760316225,-0.8051737555863087,-45.18802801617616,53.4152512963106
150,left,418,4.169996023178101,819.6392183303833,-1.6451402155719543,0.2931918391365941,-6.4528967544494105,-2.276381003930963,38.94586527631836,-58.2007323328388
151,right,337,3.359996795654297,823.8192143440247,-1.2879632322394121,0.005116985267578466,6.711785082492762,-0.7491712625844282,-44.38213650792709,53.48219454201052
152,left,314,3.1299970149993896,827.1892111301422,-1.459428483283604,0.21322592544393779,-6.212753889742415,-3.6534866324486814,37.518382200597415,-57.98800752491592
153,right,662,6.6099936962127686,830.3292081356049,-1.5807929483206744,0.14247268950299102,7.612052785206393,-0.3352355504886003,-51.69053162930578,53.29010017846432
154,left,349,3.479996681213379,836.9492018222809,-2.222164036888347,0.43440108899048774,-7.125923260592934,-3.2833052573185224,42.59686598376422,-58.13322030578086
155,right,359,3.5799965858459473,840.4391984939575,-1.643429012359966,-0.07438814878735348,5.82948025929305,-3.596087500175207,-40.37570173910661,53.41758813463625
156,left,52,0.5099995136260986,844.0291950702667,-2.062947499263767,0.6398831805789656,-9.496637751614047,-5.740676341226995,57.97213969118729,59.30974940505784
157,right,493,4.919995307922363,857.7391819953918,-0.4465408037300066,-0.41208802880171846,6.605564004376168,-2.1236713604495354,-48.008706269595926,53.67667567572434
158,left,590,5.889994382858276,862.6691772937775,-0.5951821893996084,0.15552435587763552,-5.2456232786609,-5.226048838342119,31.52947832323561,-57.70604275610927
159,right,829,8.27999210357666,868.569171667099,-0.45558116300383067,-0.2966016430267513,7.205841216901487,-4.1436779150126775,-50.24960206712626,61.35429814634725
160,left,519,5.179995059967041,876.8591637611389,-0.3941631608334011,-0.03029831021825298,-6.491443224769966,-5.759128843344979,37.7793115785277,-63.69367063308273
161,right,445,4.439995765686035,882.0491588115692,-0.6495247773834261,-0.22819902088961477,6.748402475079618,-4.120705772228558,-48.6510622030532,54.32909465494572
162,left,382,3.8099963665008545,886.4991545677185,-0.08708523703951535,0.3770280062663064,-6.924519978602771,-4.470698764032344,41.434822667026005,-58.4950104427421
163,right,402,4.009996175765991,890.3191509246826,0.6908134222624048,0.8093826147028627,6.977099900699867,-1.7707147426487062,-45.4116518180832,53.57850497788
164,left,360,3.589996576309204,894.3391470909119,-0.14238728859988242,0.626889863081198,-6.674782691929143,-1.8313483738407166,39.410458652369286,-57.42759059193735
165,right,458,4.569995641708488,897.9391436576843,0.49251704098844745,-0.41807378844648185,5.8019261241090225,-4.726527905125431,-41.75995756984232,56.4537341871764
166,left,472,4.709995508194083,902.519139289856,-0.661582459190701,0.00965045069828219,-6.063384578395321,-5.067745529758413,34.8734198962343,-61.342806890668605
167,right,573,5.7199945449827965,907.2391347885132,-0.1616656037033351,-0.3142132971462044,7.596976857125544,-3.6667712674162884,-54.40733057924261,53.67404971734688
168,left,381,3.7999963760375977,912.9691293239594,-0.7765867121951642,0.22156008799138974,-5.89009585378886,-2.591410306527348,32.44086259200038,-62.72524112520665
169,right,349,3.479996681213379,916.7791256904602,0.05165664649586585,-0.18123246621255834,5.44058378000547,-2.418368200019891,-41.2911504229098,55.25100242615304
170,left,438,4.369995832443124,920.2691223621368,1.1902876301141443,-0.1207840925086148,-7.4585796526262085,-1.5493758959062685,41.14877835148238,-58.07652511422052
171,right,424,4.229995965957755,924.6491181850432,0.4963120944451739,0.21027081226332503,5.96319938959422,-2.859102494633455,-41.7960843703515,53.54747211130604
172,left,558,5.569994688034171,928.8891141414642,-0.34525177613902996,0.32758204420098275,-7.885780533150718,-2.1195446445439514,45.55007732770384,-58.088563432748224
173,right,440,4.389995813369637,934.4691088199615,0.5606645130789961,0.5663387937055692,7.2555195787997375,-1.5874024033650387,-49.203118558673374,55.17975488733188
174,left,332,3.3099968433380127,938.8691046237946,0.6953176285232381,-0.133016696196496,-7.915955790978532,-3.2160978223875567,44.12730333542879,-57.38562669994937
175,right,650,6.4899938106538,942.1891014575958,0.7820084151515442,-0.17754178897353387,4.9933466612786095,-0.8583387130245852,-36.477258875328744,53.76948861218303
176,left,453,4.519995689391976,948.6890952587128,-0.39517527595567986,0.6176824723054901,-7.296782102173985,-1.274037550872752,44.538199225596685,-57.46481014995532
177,right,394,3.92999625206005,953.219090938568,0.48545004667999686,0.021373353513369622,6.071371354286997,-1.0402148375734348,-42.71862149711819,58.8059358186942
178,left,460,4.589995622635001,957.1590871810912,0.7372651517384415,-0.08022257332739324,-7.1043495052908865,-1.604015771331022,42.305133016395786,-57.5217188947275
179,right,405,4.039996147155648,961.7590827941896,1.3554786424485394,-0.34710604248595023,4.505829408424576,-1.228584437086259,-31.148827980244892,53.12330644525439
180,left,496,4.9499952793122475,965.8090789318084,0.3187878070643937,-0.06348088082129476,-6.992360020674281,-1.3152032672157479,41.632146216628236,-57.330086244010246
181,right,390,3.8899962902067955,970.769074201584,0.4589941217492827,-0.10057571647518221,6.464552635868567,-1.3561213871425404,-44.84370890048431,54.2974790592688
182,left,423,4.219995975494385,974.669070482254,0.17541947667920976,-0.06646958748668705,-6.896590081009324,-1.176900560190218,42.85763780627063,-58.89239631451826
183,right,309,3.079997062683219,978.8990664482116,0.6203824967196334,-0.3457072528714259,6.607340299747234,-1.7523306392206648,-44.59329013737346,53.714714562578514
184,left,299,2.979997158050537,981.989063501358,0.91818902917693,-0.4308669134773346,-6.493693307291656,-1.1445059813583671,38.977491954285505,-57.686500617802935
185,right,468,4.669995546340942,984.9790606498718,0.5882866668365876,-0.37591867659873307,7.249038695652432,-1.0412572674075125,-49.725169374899785,53.55278326253842
186,left,501,4.999995231628418,989.659056186676,0.10467739577905816,0.051533596830895444,-5.6539425014270455,-0.4044347736769057,35.06188460090616,-57.472322395832855
187,right,409,4.079996109008789,994.6690514087676,0.5700671408319894,-0.3220968680127267,6.592748991434186,-0.592739063099943,-46.726744189959156,54.05093254705204
188,left,532,5.309994935989607,998.7590475082396,0.7545857293412503,-0.057409616502656344,-5.849449634751968,-1.6295133382520552,37.104056971592044,-57.20612985544346
189,right,301,2.999997138977051,1004.0790424346924,2.136053611891118,-0.4471601772677473,5.758956651316517,-2.0734112588730227,-41.06193416783175,56.07616802865122
190,left,614,6.12999415397644,1007.0890395641328,1.956790292099938,-0.08805597912800579,-7.571397834784549,-1.0794831741804234,45.49803596106251,-57.26378441682067
191,right,432,4.309995889663583,1013.2290337085724,2.756866704676086,-0.4212924579888708,6.293377646580867,-2.4754635801424993,-42.33570817968646,53.32004641314564
192,left,412,4.109996080398787,1017.5490295886992,2.1381395649842183,-0.2806697029537985,-5.700612013000976,-0.7650294776867022,35.8945153257217,-63.18875526532505
193,right,344,3.429996728897322,1021.6690256595612,2.308188678606666,0.2592492944597634,6.468781102295187,-1.8803031050407981,-40.89541910284201,53.47168761704468
194,left,401,3.9999961853027344,1025.1090223789215,1.9433841714179785,0.5401691477049727,-5.665341284232396,-3.5026802984671273,38.73823373424124,-67.32365331328894
195,right,437,4.359995841980208,1029.1190185546875,2.656438172142638,-0.11603636984534445,7.357443015665914,-3.7048413956313997,-46.72630167764792,54.86683168321409
196,left,422,4.209995985031355,1033.4890143871307,2.00259952569836,-0.40682668881585315,-7.1283087892077726,-3.21264888791529,43.2822271584375,-59.10898008292149
197,right,469,4.679995536803972,1037.7090103626251,1.6657978525863475,-0.35528189336810656,6.722501501111735,-1.8280345456033988,-44.695535115563025,54.15345502311113
198,left,357,3.5599966049194336,1042.3990058898926,1.4000815128152873,-0.060447538342998694,-6.45118983480073,-3.357089274625839,38.5941676443469,-60.79788278467374
199,right,297,2.9599971771240234,1045.9690024852753,1.7801770475631256,-0.23575568339019937,6.344804000325016,-2.449703512995744,-42.96463086541655,53.707329080914775
200,left,649,6.479993820190657,1048.9389996528623,0.8467322844065966,-0.03397913465035792,-7.32970215123897,-2.8581132278437944,44.13830804092384,-58.46830536695697
201,right,606,6.049994230270386,1055.4289934635162,1.9297631130130322,0.014031078829098965,5.998441001226207,-2.5984017160230697,-38.82573067843297,54.92571077514558
202,left,509,5.079995155334245,1061.48898768425,1.6866993684091545,0.576686558095363,-6.2056843269056685,-4.586269731870402,40.28505046476432,-66.97128389749206
203,right,459,4.579995632171631,1066.5789828300476,2.129325507039037,0.2998128977437074,7.151848429787142,-5.983089337052558,-43.891568884971505,54.17539862153251
204,left,643,6.419993877410889,1071.1689784526825,0.9798669072059648,0.5977392458643864,-6.375774352328603,-5.819911276318602,44.94374348391513,-57.11294084989034
205,right,438,4.369995832443465,1077.5989723205566,2.0186981168076126,1.1755931508163995,7.880563514448813,-2.9144924685433184,-49.59028157222246,56.20857325959295
206,left,506,5.049995183944702,1081.9789681434631,0.38542779790199533,0.5933380491998228,-7.172568578420972,-3.1055878138614625,43.19604152803146,-58.85035588514724
207,right,391,14.509986162185669,1087.038963317871,2.240990070430816,-0.18129148777518486,7.242398891538192,-3.1023726256320407,-49.442043475593614,51.51477812329367
