trial_id,direction,n_same_dir_sims,best_sim_episode,best_rmse,best_corr,mean_rmse_same_dir,mean_corr_same_dir
1,-1.0,20,21,0.11709542300667478,0.16561952411275915,0.1191390438357199,0.11192065202733648
2,-1.0,20,21,0.12459757313316483,0.10917732314786147,0.12644690629026067,0.07961391544270507
3,-1.0,20,21,0.12343131419384962,0.1322458109318841,0.1253894082648494,0.08959790461711639
4,-1.0,20,21,0.12164970337090338,0.14321178564629902,0.12366461861336116,0.09903505825623493
5,-1.0,20,21,0.12624938590236082,0.11285675721340917,0.12817604073837924,0.0794260150322229
6,-1.0,20,21,0.1288867785046378,0.129677491459646,0.1308401857487753,0.09361221362315432
7,-1.0,20,21,0.13215096736761686,0.07200769886644022,0.13397864473682,0.05292577327992407
8,-1.0,20,21,0.12261394684172089,0.12762898244499743,0.12456830635798058,0.08633606367771408
9,-1.0,20,21,0.12792974448735867,0.10966523143534708,0.12983954317360447,0.077080040835791
10,-1.0,20,21,0.12403901337755077,0.12921965378737707,0.12600652206595728,0.08851594991417883
11,-1.0,20,21,0.13870942579059103,0.0809654275407767,0.14050093711806738,0.07315878098188397
12,-1.0,20,31,0.08857735938078398,0.34064685053677407,0.09108738019624982,0.23392482629162803
13,-1.0,20,21,0.12123734916244074,0.15343635467716657,0.12330096276096827,0.10326133665711175
14,-1.0,20,21,0.12996192597971856,0.08460180599163673,0.13180173019935554,0.0621889180102511
15,-1.0,20,21,0.12190415554770431,0.11765837318961368,0.1238235423658333,0.07854274283964988
16,-1.0,20,21,0.12432439175342716,0.13666922155964617,0.126312829332621,0.09507864614206422
17,-1.0,20,21,0.12457956920231641,0.15543734841369178,0.12667243222710506,0.10792730194892071
18,-1.0,20,21,0.1252031996472412,0.10492369436668761,0.12708203153443096,0.07166524641466995
19,-1.0,20,21,0.12733854929846758,0.09809296847157616,0.12920711468870966,0.06881547326305551
20,-1.0,20,21,0.12741513377873773,0.10685976524902589,0.1293109690041268,0.07553477491674188
21,-1.0,20,21,0.12349391469673007,0.11558457114971664,0.1254134164049775,0.07689231258560328
22,-1.0,20,21,0.12046231023256757,0.13119538301026834,0.12242751252591488,0.08779529538408966
23,-1.0,20,21,0.1282691917876752,0.09777970094202247,0.1301526269665333,0.06746177732023373
24,-1.0,20,21,0.13821287293989826,-0.2290370597715102,0.13995043537524052,-0.16090289501097793
25,-1.0,20,31,0.08409538016119596,0.37825594818031566,0.08675515156183036,0.2604845327461319
26,-1.0,20,21,0.12887315229795873,0.09388206002455049,0.13073313132633216,0.06779317086973907
27,-1.0,20,21,0.12585780280410383,0.10987187335020542,0.127756038946869,0.07626064609805913
28,-1.0,20,21,0.12524639151608805,0.11606707755228925,0.12717101331145567,0.0801720829847499
29,-1.0,20,21,0.1284469512945667,0.0993602032588339,0.13032218857999106,0.07038426192967263
30,-1.0,20,21,0.12734980125889903,0.11952102687210084,0.129295813470999,0.08337895650949761
31,-1.0,20,21,0.13738349710349426,0.05063665689835029,0.13915271755486497,0.038657033295548024
32,-1.0,20,31,0.07413771635536366,0.4315573622111069,0.07709891959533795,0.2982257217094736
33,-1.0,20,21,0.12494400729582276,0.12211831806827411,0.12687244051256558,0.08373763298578399
34,-1.0,20,21,0.12444491304537288,0.12234951570414139,0.12638068555636556,0.08317641639097381
35,-1.0,20,21,0.1234320970388154,0.13201738299344307,0.12539719557589102,0.08988386960401994
36,-1.0,20,21,0.12558646420401898,0.11567834401145886,0.1275002173285294,0.08011462890692514
37,-1.0,20,21,0.11095426935545132,0.18698270249458693,0.11312491164244438,0.12412774312601882
38,-1.0,20,21,0.12649892389993075,0.09996533080517267,0.1283645817011019,0.06958365542717607
39,-1.0,20,21,0.12484894862953463,0.12779027938646928,0.12679956385935134,0.0874124663240628
40,-1.0,20,21,0.12389879353860368,0.13057551584878316,0.12586135399757992,0.08922905986593609
41,-1.0,20,21,0.12060954723357967,0.14548400809358858,0.12260629901410265,0.0976820480550786
42,-1.0,20,21,0.12612069641976786,0.1159234282677478,0.12802850056801052,0.08158427349309604
43,-1.0,20,21,0.10795455672732258,0.20647435814441983,0.1102097489539909,0.13840415653091986
44,-1.0,20,21,0.12354505956916398,0.1170660220768326,0.12544768177928012,0.08006823151146059
45,-1.0,20,21,0.13675940793853952,0.2535083966428351,0.13856254798897583,0.1836533151268151
46,-1.0,20,31,0.08796539159962981,0.34385522454718026,0.09048171156864065,0.23616380265963283
47,-1.0,20,21,0.1274519698813933,0.12208200660602213,0.12940385216901668,0.08575718798392964
48,-1.0,20,21,0.11929762050299356,0.15217010440731396,0.12133448001140126,0.10241620404103832
49,-1.0,20,21,0.12546431313881565,0.12872749215517254,0.12743301983829333,0.08889263745864621
50,-1.0,20,21,0.12508645215274394,0.12346543138041124,0.12702940432392756,0.08541471078167585
51,-1.0,20,21,0.11307466736285093,0.1729721853978058,0.11515684620554179,0.11490061370511104
52,-1.0,20,21,0.12394156624112673,0.12055489028217327,0.1258550232724031,0.08369706249545251
53,-1.0,20,21,0.12809765340365697,0.10119613160442502,0.12998718974993437,0.0703088417619385
54,-1.0,20,19,0.021055800808013746,0.6280263175819657,0.024610915338219422,0.46576756871086644
55,-1.0,20,21,0.1253389561136282,0.11072112528357195,0.1272321181524149,0.07559096947782622
56,-1.0,20,21,0.12732030489487461,0.12362080356015273,0.12925801908254592,0.08667534414287893
