trial_id,direction,n_same_dir_sims,best_sim_episode,best_rmse,best_corr,mean_rmse_same_dir,mean_corr_same_dir
1,-1.0,20,21,0.11388363494883932,0.18792740264130336,0.11636178028730719,0.13541441873418822
2,-1.0,20,21,0.12142147404864406,0.12375015624534326,0.12366173198004549,0.09217453663026459
3,-1.0,20,21,0.12022715898163927,0.15196897475760307,0.1226037282323655,0.10982761685513842
4,-1.0,20,21,0.11847683148298703,0.16134510986311026,0.12091013772789558,0.11627525945460655
5,-1.0,20,21,0.12309335198683855,0.12710745898036904,0.12541951996778583,0.09214590908992043
6,-1.0,20,21,0.1257084380663868,0.1413112704905339,0.12805121996961846,0.10324689072986666
7,-1.0,20,21,0.12898754769717757,0.08178554235326714,0.1311939710599141,0.06116361489698931
8,-1.0,20,21,0.11945167524139783,0.1445918226058776,0.12181684996107181,0.10337542358391241
9,-1.0,20,21,0.12474002280696503,0.12572293598733572,0.12705148952671486,0.09199172334293657
10,-1.0,20,21,0.12083788348844982,0.14917744053391646,0.12322728532996455,0.10834912286118173
11,-1.0,20,21,0.13552789775504523,0.1033205478563629,0.1376869483498953,0.08944358829916971
12,-1.0,20,21,0.08518711975735184,0.3777940752142283,0.08823382275870728,0.2762749357826505
13,-1.0,20,21,0.11803002304686486,0.17523105033520797,0.12053076784789873,0.12606051989542313
14,-1.0,20,21,0.12679246153417612,0.09654771963989997,0.12901698318080146,0.07234147489801977
15,-1.0,20,21,0.11879696949693257,0.1325729945685583,0.12111873777134279,0.09370693419571706
16,-1.0,20,21,0.1211671357112601,0.15021837792075943,0.12355455854831436,0.10746124933607124
17,-1.0,20,21,0.12136528196802232,0.17592907734617036,0.12389029802821891,0.12765789906125447
18,-1.0,20,21,0.12203312931647031,0.12128122757957331,0.12431544913729171,0.087596383576356
19,-1.0,20,21,0.12417323476561953,0.11181504344103996,0.1264346496528875,0.08135952817314657
20,-1.0,20,21,0.12424495433667866,0.12056233608628442,0.1265346672081806,0.08778215080581131
21,-1.0,20,21,0.12034401136417595,0.13221933210097453,0.12267264124739527,0.09410013082533866
22,-1.0,20,21,0.1173193277132361,0.14944336097907657,0.1197034890454117,0.10657958212616936
23,-1.0,20,21,0.12508249686781542,0.11456393152989322,0.12737054771303363,0.08368447090562123
24,-1.0,20,21,0.13504303470488643,-0.2179208307083886,0.13714271118476384,-0.14902442820676165
25,-1.0,20,21,0.08067039849688654,0.4176738117385987,0.08388059851077484,0.3056384943704294
26,-1.0,20,21,0.12570496172619985,0.10623309501012022,0.1279518921055629,0.07842622322641926
27,-1.0,20,21,0.12268793920335759,0.12493223676232537,0.12498517808566256,0.09034215016428196
28,-1.0,20,21,0.12207255531252284,0.13251739843945892,0.12440354580776398,0.0958889975903923
29,-1.0,20,21,0.12526679895416673,0.11374463887442286,0.12753613493562696,0.08346956530295659
30,-1.0,20,21,0.1241457700623607,0.1378051377824028,0.12650338478040915,0.10075177816229035
31,-1.0,20,21,0.13419726017679248,0.09901008021650971,0.1363355900527292,0.08737688303156252
32,-1.0,20,31,0.07063731000957986,0.4781093404404489,0.07421129097052795,0.3481434824468911
33,-1.0,20,21,0.12175402157324679,0.13946052408072757,0.12409007520925693,0.1008123933512323
34,-1.0,20,21,0.12124709285505919,0.1415369946379193,0.12359885599053208,0.10246876972225147
35,-1.0,20,21,0.12023149889291163,0.15167710802296921,0.12261609024459741,0.10968502350937955
36,-1.0,20,21,0.12239647440382502,0.13307151414257704,0.12471741241079666,0.09675673115988864
37,-1.0,20,21,0.10777141361816954,0.21244308497671582,0.11040875099425476,0.15274579999368731
38,-1.0,20,21,0.12332483989167636,0.11531573185062617,0.1255883521314476,0.08392571249433212
39,-1.0,20,21,0.12163611955140066,0.14798524839567637,0.12400533761633015,0.10763430453557529
40,-1.0,20,21,0.12069069880217906,0.1509100651507585,0.12307470832425149,0.1095480252877054
41,-1.0,20,21,0.11739492044840222,0.16768255016890624,0.11982367468076964,0.12105099464515504
