episode,total_reward,steps,target_x,final_com_x,final_h,failed,final_error
1,1816.3687698245049,1000,-0.09448817735138633,-0.09793787465924218,0.9931006053842883,False,-0.0034496973078558535
2,1825.5739668607712,1000,0.031486602975118516,0.02948066886922703,0.995988131788217,False,-0.0020059341058914874
3,1804.5598111748695,1000,-0.07726559601571932,-0.08060221249285919,0.9933267670457202,False,-0.00333661647713987
4,1834.0654160380363,1000,0.00878828015269964,0.006033984056505546,0.9944914078076118,False,-0.002754296096194094
5,1770.251568108797,1000,0.09983522301301428,0.09748027393074316,0.9952901018354577,False,-0.0023549490822711294
6,1806.5728011727333,1000,-0.075405525022562,-0.07854540763668262,0.9937202347717587,False,-0.003139882614120626
7,1832.7006617188454,1000,-0.006413009431255848,-0.009421823916237847,0.993982371030036,False,-0.0030088144849819993
8,1823.322833120823,1000,-0.004206909167456613,-0.007572984389397478,0.9932678495561182,False,-0.0033660752219408655
9,1830.10107254982,1000,-0.012550399974098264,-0.015965192889646162,0.9931704141689042,False,-0.0034147929155478977
10,1801.3950436115265,1000,0.09138520069067324,0.08927225877790397,0.9957741161744614,False,-0.00211294191276927
11,1826.586930155754,1000,0.02437671855927656,0.02133372890350909,0.993914020688465,False,-0.003042989655767471
12,1890.8712338805199,1000,0.07162609781678178,0.06893154325808311,0.9946108908826027,False,-0.0026945545586986724
13,1859.7519099116325,1000,0.09696069504751109,0.09455150619143271,0.9951816222878432,False,-0.0024091888560783814
14,1871.7383680939674,1000,0.014491787636529405,0.011803993255697018,0.9946244112383352,False,-0.0026877943808323868
15,1815.0752086639404,1000,0.09518757747803505,0.09281089862275278,0.9952466422894355,False,-0.0023766788552822687
16,1785.7454929947853,1000,0.06048419257318083,0.05818118283386876,0.9953939805213758,False,-0.0023030097393120716
17,1805.5761345624924,1000,-0.09694206868065769,-0.10048469272211442,0.9929147519170866,False,-0.003542624041456735
18,1816.8205939531326,1000,-0.07551960203042861,-0.07880578745107185,0.9934276291587135,False,-0.0032861854206432395
19,1809.227890253067,1000,0.08326994587782993,0.0811072071592619,0.9956745225628639,False,-0.002162738718568036
20,1813.8437439203262,1000,-0.010262307947376259,-0.0134842326037394,0.9935561506872738,False,-0.00322192465636314
