episode,total_reward,steps,target_x,final_com_x,final_h,failed,final_error
1,1848.2422697246075,1000,-0.09448817735138633,-0.0955456181556068,0.997885118391559,False,-0.0010574408042204747
2,1869.4835187196732,1000,0.031486602975118516,0.031540082281352126,0.9998930413875328,False,5.3479306233610024e-05
3,1840.0643431544304,1000,-0.07726559601571932,-0.07818190042647538,0.9981673911784879,False,-0.0009163044107560608
4,1874.9107595682144,1000,0.00878828015269964,0.008626075847891988,0.9996755913903846,False,-0.0001622043048076522
5,1816.3153308033943,1000,0.09983522301301428,0.10056183852657753,0.9985467689728735,False,0.0007266155135632474
6,1845.7864474654198,1000,-0.075405525022562,-0.07630644563562733,0.9981981587738693,False,-0.0009009206130653341
7,1874.8602483272552,1000,-0.006413009431255848,-0.00671570912423554,0.9993946006140406,False,-0.0003026996929796919
8,1870.7736364603043,1000,-0.004206909167456613,-0.004489425338909056,0.9994349676570952,False,-0.0002825161714524434
9,1866.5947719812393,1000,-0.012550399974098264,-0.012908879012610447,0.9992830419229757,False,-0.0003584790385121831
10,1850.0541053414345,1000,0.09138520069067324,0.09202866425756367,0.9987130728662191,False,0.0006434635668904343
11,1874.8754112124443,1000,0.02437671855927656,0.02436192750824919,0.9999704178979453,False,-1.4791051027369939e-05
12,1993.2017004489899,1000,0.07162609781678178,0.07207370172574912,0.9991047921820653,False,0.0004476039089673367
13,1919.7933263778687,1000,0.09696069504751109,0.09765909311435841,0.9986032038663053,False,0.0006983980668473222
14,1934.154831469059,1000,0.014491787636529405,0.01438314010729025,0.9997827049415217,False,-0.00010864752923915415
15,1850.1364899873734,1000,0.09518757747803505,0.09586853162350635,0.9986380917090574,False,0.0006809541454712992
16,1830.5213352143764,1000,0.06048419257318083,0.06082136975865278,0.9993256456290561,False,0.0003371771854719513
17,1831.0177151858807,1000,-0.09694206868065769,-0.09801945141933525,0.9978452345226448,False,-0.0010773827386775653
18,1862.263102531433,1000,-0.07551960203042861,-0.07642146572592509,0.998196272609007,False,-0.0009018636954964826
19,1843.2191787064075,1000,0.08326994587782993,0.08383309945766865,0.9988736928403226,False,0.0005631535798387155
20,1889.119848370552,1000,-0.010262307947376259,-0.010600055367566785,0.9993245051596189,False,-0.0003377474201905258
