episode,total_reward,steps,target_y,final_com_y,final_h,failed,final_error
1,-800.1193575263023,1000,-0.036734537872258374,0.00426965880556379,0.0,False,0.041004196677822166
2,-800.2807886004448,1000,0.04473118860489046,-0.015519086146920895,0.0,False,-0.060250274751811356
3,1948.0946970507503,1000,0.010121419315116509,0.00920803172280405,0.8173224815375082,False,-0.0009133875923124594
4,-800.0429332256317,1000,-0.03101742101944132,-0.005316729814972877,0.0,False,0.025700691204468443
5,1991.9681678414345,1000,-0.001445022058909777,-0.0019877882866894746,0.8914467544440605,False,-0.0005427662277796975
6,1795.4031888246536,1000,0.028696185695685786,0.024330588341308083,0.12688052912445935,False,-0.004365597354377703
7,1990.58536028862,1000,-0.0020107628374464864,-0.0025268266654508826,0.8967872343991208,False,-0.0005160638280043961
8,1918.836141191423,1000,0.01813225874326982,0.016553943412049413,0.6843369337559189,False,-0.0015783153312204055
9,1827.1623110026121,1000,-0.024790616513930348,-0.022325159103991327,0.5069085180121958,False,0.002465457409939021
10,-800.167975962162,1000,0.03754345583109664,-0.00861436050110192,0.0,False,-0.04615781633219856
11,1936.2967350073159,1000,-0.01423746597474914,-0.013809048632664512,0.9143165315830744,False,0.00042841734208462837
12,1911.8187316289404,1000,-0.02002519893771452,-0.018753446844938654,0.7456495814448265,False,0.0012717520927758678
13,1829.0098405480385,1000,0.028455597819435505,0.02423879152212691,0.15663874053828108,False,-0.0042168062973085944
14,1960.3852382279001,1000,-0.007640109988829039,-0.007816927603299958,0.9646364771058161,False,-0.00017681761447091958
15,1885.5561361834407,1000,-0.022174828785814504,-0.020454587417941237,0.6559517264253465,False,0.0017202413678732674
16,-800.1820802092552,1000,0.041035819440388185,-0.01214215527657124,0.0,False,-0.053177974716959425
17,-800.184710919857,1000,-0.039844465686649844,0.007810061834999333,0.0,False,0.04765452752164918
18,1929.4856517352164,1000,-0.015520065177463592,-0.014936844870715865,0.8833559386504546,False,0.0005832203067477268
19,-800.2568203806877,1000,0.044090429630854855,-0.014952287364058113,0.0,False,-0.05904271699491297
20,1947.2692264001817,1000,-0.011612839790113128,-0.011459648962318256,0.9693618344410256,False,0.0001531908277948718
